service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
4310,1,1,1,1,1,0,0,20181210,20190201
4311,1,0,1,1,1,0,0,20181224,20190104
4312,1,0,1,1,1,1,0,20181222,20190105
4309,0,1,0,0,0,0,1,20181223,20190106
4339,1,0,1,1,1,1,0,20181222,20190105
4301,0,1,0,0,0,1,1,20181222,20190106
4214,0,0,0,0,1,0,0,20181221,20190104
4317,1,1,1,1,1,0,1,20181105,20181207
197,1,1,1,1,0,0,1,20181105,20181206
4318,1,1,1,1,0,0,0,20181210,20190131
4353,0,0,1,0,1,0,0,20181107,20181207
4352,0,0,1,0,1,0,0,20181212,20190201
1303,1,1,1,1,0,1,0,20181105,20181208
4350,0,1,1,1,1,1,0,20181211,20190202
4351,0,1,1,1,1,1,0,20181106,20181208
4358,1,1,0,1,1,0,0,20181210,20190201
4354,1,1,1,1,1,0,0,20181210,20190201
4366,1,1,0,1,1,0,0,20181210,20190201
4355,1,0,0,0,0,0,0,20181210,20190128
4356,1,0,0,0,0,0,0,20181210,20190128
2470,0,0,0,0,0,1,1,20181209,20190203
774,1,0,0,0,0,0,0,20181119,20181203
5589,1,1,1,0,0,0,0,20181119,20181205
7692,0,0,0,1,0,0,0,20181108,20181115
624,0,0,0,0,1,0,0,20181109,20181116
3652,0,0,0,0,1,0,0,20181123,20181207
2505,0,0,0,0,1,1,0,20181207,20181208
882,0,0,0,0,0,1,1,20181110,20181111
14200,0,0,0,0,1,1,0,20181117,20181124
14201,1,1,1,1,0,0,0,20181203,20181206
2056,1,1,1,1,0,0,0,20181105,20181115
7693,0,0,0,1,0,0,0,20181122,20181206
7132,0,0,0,0,0,1,0,20181117,20181125
6733,1,1,1,1,0,0,0,20181119,20181129
7681,0,0,0,0,1,1,0,20181109,20181116
6784,1,1,1,1,0,0,0,20181105,20181115
7402,0,0,0,0,0,1,1,20181117,20181125
7695,1,1,1,0,0,0,0,20181105,20181114
7685,1,1,1,1,1,1,1,20181105,20181116
14203,0,0,0,0,0,1,0,20181117,20181125
3730,0,1,1,1,1,0,0,20181120,20181207
14204,1,0,0,0,0,0,0,20181119,20181203
7666,1,1,1,1,1,0,0,20181105,20181112
14205,0,0,0,0,1,1,0,20181117,20181208
14206,1,1,1,1,1,0,0,20181203,20181207
14207,0,0,0,0,0,0,1,20181118,20181125
7669,1,1,1,1,1,0,0,20181105,20181112
14208,1,0,0,0,0,0,0,20181119,20181203
7683,1,1,1,1,1,1,1,20181117,20181208
3611,0,0,0,0,1,0,0,20181214,20190201
4477,1,1,0,0,0,0,0,20181119,20181130
4086,1,1,1,1,1,0,0,20181105,20181130
4450,0,0,1,0,1,0,0,20181107,20181130
4447,1,1,1,1,0,0,0,20181119,20181129
13254,0,0,0,0,1,1,0,20181210,20181230
13265,1,1,1,1,1,1,1,20181209,20190203
13256,1,1,1,1,0,0,0,20181217,20190131
13281,1,1,1,1,0,0,0,20181210,20181223
13252,0,0,0,0,1,0,0,20190104,20190118
13283,1,1,1,1,1,1,0,20190108,20190202
1651,1,1,1,1,1,1,0,20181210,20190202
6188,1,1,1,1,1,0,0,20181210,20190201
13269,1,1,1,1,1,1,0,20181210,20190202
5992,0,0,0,0,1,0,1,20181209,20190203
13261,1,1,1,1,1,1,1,20181209,20190203
13275,1,1,1,1,1,1,1,20181209,20190203
13282,1,1,1,1,1,1,0,20181210,20181223
6644,1,1,1,1,1,1,0,20181210,20190202
2345,1,0,1,1,1,1,0,20181222,20190105
4421,1,0,0,0,0,0,0,20181119,20181130
1738,0,0,1,0,0,0,0,20181226,20190102
4496,0,0,0,0,1,0,0,20181214,20190201
1741,1,1,0,1,1,0,0,20181210,20190201
4489,1,1,0,1,1,0,0,20181210,20190201
4493,1,0,1,1,0,0,0,20181224,20190103
4492,1,0,0,0,0,0,0,20181210,20190128
4511,0,1,0,0,0,0,1,20181223,20190106
1698,0,1,1,1,1,0,0,20181211,20190201
2341,1,1,1,1,1,1,0,20190107,20190202
4485,0,1,1,1,1,1,0,20181106,20181208
17,0,0,1,0,0,1,0,20181107,20181208
4497,0,0,1,0,0,1,0,20190107,20190202
4494,0,0,0,0,0,1,0,20181222,20190105
408,0,0,0,0,0,1,0,20181110,20181208
4502,0,0,1,0,0,1,0,20181107,20181208
2333,0,0,0,0,0,1,0,20190107,20190202
4495,1,1,1,1,1,0,0,20181210,20190201
4491,0,0,1,0,0,0,0,20181107,20181205
4512,0,0,0,0,0,0,1,20181110,20181202
4507,0,0,0,0,0,0,1,20181209,20190203
2166,1,1,0,1,0,0,0,20181210,20190131
2326,0,0,0,0,1,1,1,20181209,20190203
4503,1,1,1,1,0,0,0,20190107,20190131
4501,1,0,0,0,0,0,0,20181210,20190128
2743,0,0,0,0,0,0,1,20181118,20181202
4519,1,1,1,1,1,1,1,20181105,20181208
4520,1,1,1,1,1,1,1,20181209,20190203
14209,0,0,0,0,0,1,1,20181209,20190203
14210,0,0,0,0,0,1,0,20181215,20190202
14211,1,1,1,1,1,0,0,20181210,20190201
14212,1,1,1,1,1,1,0,20190107,20190202
14213,1,1,1,1,1,1,1,20181209,20190203
14214,1,1,1,1,1,0,1,20181209,20190203
14215,1,1,1,1,1,0,0,20181210,20190201
14216,1,1,1,1,1,0,0,20181210,20190201
14217,0,0,0,0,0,0,1,20181209,20190203
14218,1,1,1,1,1,0,0,20181210,20190201
14219,0,0,0,0,0,1,1,20181209,20190203
14220,0,0,0,0,1,0,0,20181214,20190201
13245,0,0,0,0,0,1,0,20181215,20190202
13244,1,1,1,1,0,0,0,20181210,20190131
6403,0,0,0,0,1,0,0,20181214,20190201
13222,1,1,1,1,1,1,1,20181209,20190203
6415,1,1,1,1,1,0,0,20181210,20190201
13248,1,1,1,1,0,0,0,20181210,20190131
6455,0,0,0,0,0,0,1,20181209,20190203
14221,0,0,0,0,0,0,1,20181209,20190203
14222,1,1,1,1,1,0,0,20181210,20190201
13228,0,0,0,0,0,0,1,20181209,20190203
14223,1,1,1,1,1,0,0,20181210,20190201
6394,0,0,0,0,0,1,0,20181215,20190202
14224,0,0,0,0,0,0,1,20181209,20190203
14225,0,0,0,0,0,0,1,20181209,20190203
14226,0,0,0,0,0,0,1,20181209,20190203
14227,1,1,1,1,1,0,0,20181210,20190201
14228,1,1,1,1,1,1,1,20181209,20190203
14229,1,1,1,1,1,0,0,20181210,20190201
14230,1,1,1,1,1,1,0,20190107,20190202
14231,1,1,1,1,1,0,1,20181209,20190203
14232,0,0,0,0,0,0,1,20181209,20190203
6406,1,1,1,1,1,1,0,20190107,20190202
14233,1,1,1,1,1,1,1,20181209,20190203
14234,0,0,0,0,0,1,0,20181215,20190202
6407,1,1,1,1,1,0,0,20181210,20190201
4616,1,1,0,1,1,0,0,20181105,20181207
4617,0,0,1,0,0,0,0,20181107,20181205
14235,1,1,1,1,1,0,0,20181210,20190201
14236,1,1,1,1,1,0,0,20181210,20190201
14237,1,1,1,1,1,0,0,20181210,20190201
14238,0,0,0,0,0,1,0,20181215,20190202
6390,0,0,0,0,0,0,1,20181209,20190203
14239,1,0,0,0,0,0,0,20181224,20181231
14240,0,0,0,0,0,1,0,20181215,20190202
14241,0,0,0,0,1,0,0,20181214,20190201
14242,0,0,0,0,1,0,0,20181214,20190201
14243,0,0,0,0,1,0,0,20181214,20190201
6400,1,1,1,1,0,0,0,20181210,20190131
14244,0,1,1,1,1,0,0,20181211,20190201
14245,0,0,0,0,0,0,1,20181209,20190203
14246,1,0,0,0,0,0,0,20181210,20190128
14247,1,1,1,1,1,0,0,20181210,20190201
14248,1,1,1,1,0,0,0,20181210,20190131
14249,0,0,0,0,1,0,0,20181214,20190201
6388,0,0,0,0,0,1,0,20190121,20190202
14250,1,1,1,1,1,0,0,20181210,20190201
14251,1,1,1,1,1,0,0,20181210,20190201
14252,0,0,0,0,0,1,1,20181209,20190203
14253,1,1,1,1,1,0,0,20181210,20190201
14254,1,1,1,1,1,1,1,20181209,20190203
14255,1,1,1,1,1,0,0,20181210,20190201
14256,0,0,0,0,0,1,0,20181215,20190202
14257,0,0,0,0,0,1,0,20181215,20190202
14258,0,0,0,0,0,1,0,20181215,20190202
14259,1,0,0,0,0,0,0,20181210,20190128
14260,1,0,0,0,0,0,0,20181210,20190128
14261,1,1,1,1,1,0,1,20181209,20190203
14262,1,1,1,1,1,0,1,20181209,20190203
14263,1,1,1,1,1,0,0,20181210,20190201
14264,1,1,1,1,1,0,0,20181210,20190201
14265,0,0,0,0,1,0,0,20181214,20190201
14266,1,1,1,1,0,1,1,20181209,20190203
14267,1,1,1,1,1,0,1,20181209,20190203
14268,1,1,1,1,1,0,1,20181209,20190203
14269,1,1,1,1,1,1,1,20181209,20190203
14270,1,1,1,1,1,0,0,20181210,20190201
14271,0,1,1,1,1,0,0,20181211,20190201
14272,0,0,0,0,0,0,1,20181209,20190203
14273,0,0,0,0,0,0,1,20181209,20190203
14274,0,0,0,0,0,1,0,20181215,20190202
14275,0,1,1,1,1,0,0,20181211,20190201
14276,0,0,0,0,0,1,0,20181215,20190202
14277,0,0,0,0,0,1,0,20181215,20190202
14278,1,0,0,0,0,0,0,20181224,20181231
14279,1,1,1,1,0,0,0,20181210,20190131
2062,0,0,0,0,0,1,1,20181201,20181208
2124,0,0,0,0,1,0,0,20181130,20181207
5775,0,0,0,0,1,1,1,20181109,20181125
38,0,0,0,0,0,1,0,20181110,20181208
3093,1,1,1,1,1,1,0,20181201,20181208
4730,0,0,0,0,0,1,1,20181110,20181208
80,0,0,0,0,0,0,1,20181111,20181202
4699,1,1,1,1,1,1,1,20181105,20181208
5780,1,1,1,1,1,1,0,20181105,20181130
5781,0,0,0,0,0,1,1,20181110,20181125
175,1,1,1,1,1,1,0,20181105,20181208
14280,1,1,1,1,1,0,0,20181105,20181207
14281,0,0,0,0,0,1,0,20181110,20181208
5823,1,1,1,1,1,1,0,20181105,20190202
5816,1,1,1,1,1,0,0,20181105,20190201
14282,0,0,0,0,0,1,1,20181110,20181208
14283,1,1,1,1,1,0,0,20181105,20181207
14284,1,1,1,1,1,0,0,20181105,20181207
251,0,0,0,0,0,0,1,20181111,20181202
14285,0,0,0,0,0,1,1,20181110,20181208
173,0,0,0,0,0,1,1,20181110,20181208
14286,0,0,0,0,0,1,0,20181110,20181208
14287,1,1,1,1,1,0,0,20181105,20181207
5954,0,0,0,0,0,1,1,20181110,20190203
5955,1,1,1,1,1,0,1,20181105,20190203
5961,1,1,1,1,1,1,1,20181105,20190203
5946,0,0,0,0,0,1,0,20181110,20190202
6424,1,1,1,1,1,1,1,20181105,20181208
14288,0,0,0,0,0,0,1,20181118,20181202
6389,0,0,0,0,0,1,0,20181110,20181208
14289,0,1,1,1,1,0,0,20181106,20181207
14290,0,0,0,0,0,1,0,20181110,20181208
14291,1,1,1,1,0,0,0,20181105,20181206
14292,0,0,0,0,1,0,0,20181109,20181207
14293,0,0,0,0,0,1,0,20181110,20181208
6411,0,0,0,0,0,1,0,20181110,20181208
6413,1,1,1,1,0,0,0,20181126,20181129
14294,1,0,0,0,0,0,0,20181105,20181203
6414,1,1,1,1,1,1,1,20181105,20181208
14295,1,1,1,1,1,0,0,20181105,20181207
14296,0,0,0,0,0,1,1,20181110,20181208
2692,1,1,1,1,0,0,0,20181105,20181129
14297,1,1,1,1,1,0,0,20181105,20181207
662,0,0,0,0,1,0,0,20181109,20181207
14298,1,1,1,1,1,0,0,20181105,20181207
6431,1,1,1,1,1,0,1,20181105,20181207
14299,0,0,0,0,0,1,0,20181110,20181208
14300,1,0,0,0,0,0,0,20181105,20181203
568,0,0,0,0,0,0,1,20181111,20181202
14301,1,1,1,1,0,1,1,20181105,20181208
14302,1,1,1,1,1,0,0,20181105,20181207
14303,0,0,0,0,1,0,0,20181109,20181207
6410,1,1,1,1,1,0,0,20181126,20181130
14304,0,0,0,0,0,1,0,20181110,20181201
14305,1,1,1,1,1,0,1,20181105,20181207
14306,1,1,1,1,1,0,1,20181105,20181207
14307,0,0,0,0,0,1,0,20181110,20181208
14308,0,1,1,1,1,0,0,20181106,20181207
14309,0,0,0,0,0,1,0,20181110,20181208
6398,1,1,1,1,1,1,1,20181105,20181208
14311,0,0,0,0,1,0,0,20181109,20181207
14312,0,0,0,0,0,1,0,20181110,20181208
14313,0,0,0,0,0,1,0,20181110,20181208
14314,1,1,1,1,1,1,1,20181105,20181208
14315,0,0,0,0,0,0,1,20181111,20181202
14316,1,1,1,1,1,0,0,20181105,20181207
14317,0,0,0,0,0,1,1,20181110,20181208
14318,1,1,1,1,1,1,1,20181105,20181208
14319,1,1,1,1,1,0,0,20181105,20181207
14320,0,0,0,0,0,1,0,20181110,20181208
14321,0,0,0,0,1,0,0,20181109,20181207
14322,1,1,1,1,0,0,0,20181105,20181206
689,0,0,0,0,1,0,0,20181109,20181207
14323,0,0,0,0,0,1,0,20181110,20181208
14324,1,1,1,1,1,0,0,20181105,20181207
14325,0,0,0,0,0,1,1,20181110,20181208
14326,1,0,0,0,0,0,0,20181105,20181203
14327,1,1,1,1,1,0,0,20181105,20181207
14328,0,0,0,0,0,1,1,20181110,20181208
14329,0,0,0,0,0,1,0,20181110,20181208
14330,0,0,0,0,0,1,1,20181110,20181208
14331,1,1,1,1,1,0,0,20181105,20181207
14332,0,0,0,0,0,1,1,20181110,20181208
14333,0,0,0,0,1,0,0,20181109,20181207
14334,1,1,1,1,1,0,0,20181105,20181207
14335,1,1,1,1,1,0,0,20181105,20181207
14336,1,1,1,1,1,1,0,20181105,20181208
14337,0,0,0,0,0,0,1,20181111,20181202
14338,0,0,0,0,0,1,1,20181110,20181208
14339,1,1,1,1,1,1,0,20181105,20181208
14340,0,0,0,0,0,1,0,20181110,20181208
14341,1,1,1,1,1,0,0,20181105,20181207
14342,1,1,1,1,1,0,0,20181105,20181207
14343,0,0,0,0,0,0,1,20181111,20181125
14344,0,0,0,0,1,0,0,20181109,20181207
14345,1,1,1,1,1,0,1,20181105,20181207
14346,0,0,0,0,0,1,1,20181110,20181208
14347,1,1,1,1,1,1,1,20181105,20181208
14348,1,1,1,1,1,0,0,20181105,20181207
14349,0,0,0,0,1,0,0,20181109,20181207
6449,1,1,1,1,0,1,0,20181105,20181208
14350,0,0,0,0,0,0,1,20181111,20181202
14351,0,0,0,0,0,0,1,20181111,20181202
14352,1,1,1,1,1,0,0,20181105,20181207
6468,0,0,0,0,0,1,1,20181110,20181125
14353,0,0,0,0,0,1,0,20181110,20181208
14354,1,1,1,1,1,1,1,20181105,20181208
14355,1,1,1,1,1,0,0,20181105,20181207
14356,1,1,1,1,1,0,0,20181119,20181207
14357,0,0,0,0,0,0,1,20181111,20181202
14358,1,1,1,1,1,0,0,20181105,20181207
6484,0,0,0,0,0,1,1,20181110,20181202
14360,0,0,0,0,0,1,0,20181215,20190202
14361,0,0,0,0,0,1,0,20181215,20190202
14362,1,1,1,1,1,0,0,20181210,20190201
6447,0,0,0,0,0,0,1,20181209,20190203
14363,1,0,0,0,0,0,0,20181210,20190128
14364,0,0,0,0,0,1,1,20181209,20190203
14365,1,1,1,1,1,0,0,20181210,20190201
14366,0,0,0,0,0,1,0,20181215,20190202
6460,1,1,1,1,1,0,1,20181209,20190203
6481,0,0,0,0,0,1,1,20181209,20190203
6448,1,1,1,1,0,1,0,20181210,20190202
14367,1,1,1,1,1,1,1,20181209,20190203
14368,1,1,1,1,1,0,0,20190107,20190201
14369,0,0,0,0,1,0,0,20181214,20190201
14370,1,1,1,1,1,0,0,20181210,20190201
14371,1,1,1,1,1,1,1,20181209,20190203
14372,1,1,1,1,1,0,0,20181210,20190201
14373,0,0,0,0,0,0,1,20181209,20190203
14374,0,0,0,0,0,0,1,20181209,20190203
14375,0,0,0,0,0,1,0,20181215,20190202
14376,0,0,0,0,1,0,0,20181214,20190201
14377,0,0,0,0,1,0,0,20181214,20190201
14378,1,1,1,1,1,1,1,20181209,20190203
14379,0,0,0,0,0,1,0,20181215,20190202
14380,1,1,1,1,0,0,0,20181210,20190131
14381,0,0,0,0,0,1,0,20181215,20190202
14382,1,1,1,1,1,0,0,20181210,20190201
14383,0,0,0,0,1,0,0,20181214,20190201
14384,1,1,1,1,0,1,1,20181209,20190203
14385,1,1,1,1,1,0,0,20181210,20190201
14386,0,0,0,0,0,1,0,20181215,20190202
14387,0,0,0,0,0,1,1,20181209,20190203
14388,0,0,0,0,0,1,1,20181209,20190203
14389,0,0,0,0,0,0,1,20181209,20190203
14390,0,0,0,0,0,1,1,20181209,20190203
14391,0,0,0,0,0,0,1,20181209,20190203
14392,1,1,1,1,1,1,0,20181210,20190202
14393,1,1,1,1,1,0,0,20181210,20190201
14394,0,0,0,0,1,0,0,20181214,20190201
14395,1,1,1,1,1,1,1,20181209,20190203
14396,1,1,1,1,1,0,0,20181210,20190201
14397,1,1,1,1,1,1,0,20190107,20190202
14398,0,0,0,0,0,1,1,20181209,20190203
14399,1,1,1,1,1,0,0,20181210,20190201
14400,0,0,0,0,0,1,1,20181209,20190203
14401,1,1,1,1,1,0,0,20181210,20190201
14402,1,1,1,1,1,0,0,20181210,20190201
14403,0,0,0,0,1,0,0,20181214,20190201
14404,1,1,1,1,1,0,0,20181210,20190201
14405,1,1,1,1,1,0,0,20181210,20190201
14406,0,0,0,0,0,1,1,20181209,20190203
14407,0,0,0,0,0,0,1,20181209,20190203
3198,0,0,0,0,0,1,1,20181124,20181208
3906,0,0,0,0,0,1,0,20181117,20181208
1878,0,0,0,0,0,1,1,20181110,20181111
3910,0,0,0,0,0,0,1,20181118,20181202
2744,0,0,0,0,0,0,1,20181125,20181202
1715,1,0,0,0,0,0,0,20181119,20181125
3422,1,0,0,0,0,0,0,20181105,20181112
6502,1,1,1,0,0,0,0,20181203,20181205
6486,0,0,0,0,0,1,0,20181110,20181117
1254,1,1,1,1,1,1,1,20181105,20181118
6488,0,1,1,1,1,0,0,20181106,20181116
6531,0,0,0,0,0,1,1,20181119,20181208
3363,0,0,0,0,0,1,1,20181118,20181208
1246,0,0,0,0,0,0,1,20181125,20181202
6522,1,1,1,1,1,0,0,20181119,20181207
6530,0,0,0,0,1,0,1,20181123,20181125
6327,0,0,0,0,1,1,1,20181109,20181208
555,1,1,1,1,1,0,0,20181126,20181207
6520,1,1,1,1,1,0,0,20181105,20181122
6535,1,1,1,1,0,0,0,20181127,20181206
6574,0,0,0,0,1,1,1,20181109,20181208
1922,1,1,1,0,0,0,0,20181105,20181107
6540,1,1,1,1,1,1,1,20181109,20181208
6563,1,1,1,1,1,1,1,20181119,20181202
6605,1,1,1,1,1,1,1,20181119,20181208
4749,0,1,1,1,0,0,0,20181113,20181115
2222,1,1,1,1,1,1,0,20181105,20181110
4152,1,1,1,1,1,1,0,20181126,20181208
6516,1,1,1,1,1,0,0,20181112,20181124
2752,1,0,0,0,0,0,0,20181112,20181126
6504,1,1,1,1,1,0,0,20181128,20181207
6505,0,1,1,1,1,0,0,20181106,20181127
14408,1,1,1,1,1,1,1,20181124,20181208
6512,1,1,1,1,1,0,1,20181119,20181207
1294,0,0,0,0,0,1,0,20181124,20181208
6526,1,1,1,1,1,1,0,20181105,20181208
6584,1,1,1,1,1,0,0,20181112,20181127
6585,1,1,1,1,1,0,0,20181128,20181207
14409,1,1,1,1,1,0,0,20181105,20181123
6536,1,1,1,1,1,1,0,20181119,20181208
6569,0,0,0,0,1,1,0,20181109,20181208
6568,1,1,1,1,0,0,0,20181128,20181206
6565,1,1,1,1,0,0,0,20181105,20181127
6604,1,1,1,1,1,1,1,20181108,20181208
6597,0,0,0,0,0,1,1,20181124,20181208
556,1,1,1,1,1,0,0,20181105,20181109
4582,1,1,1,1,0,0,0,20181108,20181115
6555,1,1,1,1,1,1,0,20181119,20181208
6553,1,1,1,1,1,0,0,20181119,20181123
6521,1,1,1,1,1,0,0,20181210,20190201
6533,0,0,0,0,0,1,1,20181209,20190203
6587,1,1,1,1,1,0,0,20181210,20190201
6582,1,1,1,1,1,0,0,20181210,20181223
6588,1,0,0,0,0,1,1,20181224,20190106
6581,1,1,1,1,1,0,0,20190108,20190201
6589,0,0,0,0,0,1,1,20190112,20190203
6523,0,0,0,0,0,0,1,20181209,20190203
6528,1,1,1,1,0,0,0,20190107,20190124
3858,1,1,1,1,1,0,0,20181210,20181214
6571,1,1,1,1,1,1,1,20181209,20190203
6527,1,1,1,1,1,1,0,20181210,20190202
6508,1,0,0,0,0,0,0,20181210,20190128
6595,0,0,0,0,0,1,0,20181215,20190202
159,0,0,0,0,0,0,1,20181209,20190127
6514,1,1,1,1,1,1,1,20181209,20190202
6557,0,0,0,0,0,0,1,20181209,20190203
6509,0,1,1,1,1,0,0,20181211,20190104
6583,1,1,1,1,1,0,1,20181209,20190203
6506,0,1,1,1,1,0,0,20190108,20190201
2274,1,1,1,1,0,0,0,20181210,20181220
6599,1,1,1,1,1,1,1,20181209,20190107
6598,1,1,1,1,1,0,0,20190128,20190201
6518,1,1,1,1,1,1,0,20181210,20190202
6558,1,1,1,1,1,1,1,20181209,20190203
6600,1,1,1,1,1,1,1,20190108,20190203
6602,1,1,1,1,1,1,1,20181209,20190203
6560,1,1,1,1,1,1,0,20181210,20190202
6590,1,1,1,1,1,1,1,20181209,20190203
6545,0,0,0,0,0,1,1,20190112,20190127
6542,1,1,1,1,1,0,0,20181210,20190201
6577,1,1,1,1,1,1,1,20190108,20190203
6539,0,0,0,0,0,1,1,20181209,20181230
6541,0,1,0,0,0,1,1,20190101,20190106
6575,1,1,1,1,1,1,1,20181210,20190107
3401,0,0,0,0,0,0,1,20181209,20190203
6547,0,0,0,0,0,0,1,20181209,20190127
14410,1,1,1,1,1,1,1,20181209,20190203
5843,0,0,0,0,1,0,0,20181123,20181130
5857,1,1,1,1,0,0,0,20181105,20181206
5052,0,0,0,0,1,0,0,20181109,20181207
6619,1,1,1,1,0,0,0,20181105,20181206
116,0,0,0,0,1,0,0,20181116,20181207
6649,1,1,1,1,0,0,0,20181105,20181108
6620,1,1,1,1,0,0,0,20181105,20181206
972,0,0,0,0,1,0,0,20181116,20181130
4656,0,1,1,1,0,0,0,20181106,20181108
6610,0,1,1,1,1,0,0,20181214,20190104
6609,0,0,0,0,0,1,1,20181216,20190106
6612,0,0,0,0,0,0,1,20181223,20190106
6618,0,0,0,0,0,0,1,20181216,20190106
6617,0,1,1,1,0,0,0,20181211,20190103
5763,0,0,0,0,0,1,0,20181222,20190105
6615,1,0,0,0,0,0,0,20181210,20181223
6613,1,1,1,1,0,0,0,20181210,20181223
6614,0,0,0,0,0,1,1,20181222,20190105
1654,1,1,1,1,1,1,0,20181210,20190105
1661,1,1,1,1,1,1,1,20181209,20190106
6622,1,1,1,1,0,1,1,20181209,20190106
6623,1,1,1,1,1,1,1,20181209,20190105
4712,1,1,1,1,1,1,1,20181105,20181207
6642,0,0,0,0,1,0,1,20181109,20181207
14411,0,0,0,0,0,0,1,20181111,20181202
4549,1,1,1,1,1,1,0,20181105,20181208
14412,1,1,1,1,0,0,0,20181105,20181206
14413,0,0,0,0,0,1,1,20181111,20181208
14414,1,1,1,0,0,0,0,20181105,20181114
14415,0,0,0,0,0,1,0,20181110,20181117
14416,1,1,1,1,1,0,0,20181105,20181207
14417,0,0,0,0,0,1,1,20181110,20181118
14418,0,0,0,0,1,1,1,20181119,20181208
14419,1,1,1,1,1,0,0,20181115,20181123
14420,1,1,1,1,1,0,0,20181105,20181207
1248,1,1,1,1,1,1,0,20181119,20181208
14421,0,0,0,0,0,1,0,20181110,20181208
6626,1,0,0,0,1,0,0,20181126,20181130
14422,0,1,1,1,0,1,1,20181119,20181208
14423,0,0,0,0,0,1,0,20181110,20181117
14424,1,1,1,1,1,1,0,20181128,20181208
6646,1,1,1,1,1,0,1,20181105,20181127
14425,1,1,1,1,1,1,1,20181105,20181123
6629,1,1,1,1,1,1,1,20181209,20190203
6631,1,0,1,1,1,0,0,20181221,20190104
6640,0,0,0,0,1,0,1,20181209,20190203
6641,1,1,1,1,1,0,0,20190107,20190201
6634,0,0,0,0,0,1,1,20190202,20190203
6639,1,1,1,1,0,0,1,20181209,20190203
6624,1,1,1,1,1,1,0,20181210,20190202
3678,0,0,0,0,0,1,1,20181209,20190127
6645,0,0,0,0,0,0,1,20181209,20190203
6630,0,0,0,0,0,0,1,20181209,20190203
6625,1,1,1,1,1,1,1,20181209,20190203
6652,0,0,1,1,1,0,0,20181214,20190104
6655,1,0,0,0,1,0,0,20181210,20190107
6653,0,0,1,0,1,0,0,20181224,20190107
4837,0,0,0,0,0,0,1,20181209,20190106
6657,1,0,0,0,1,0,0,20181105,20181207
1319,0,0,0,0,0,1,0,20181110,20181208
6654,0,0,0,0,0,0,1,20181111,20181118
1627,0,0,0,0,0,1,0,20181110,20181208
4475,0,0,0,0,0,1,0,20181124,20181208
6671,1,1,1,1,1,0,0,20181105,20181208
6668,1,1,1,1,1,1,1,20181119,20181208
14428,1,1,1,1,1,0,0,20181121,20181130
14429,1,1,1,1,1,0,0,20181105,20181116
14430,0,0,0,0,0,1,1,20181124,20181208
6670,1,1,1,1,1,1,1,20181209,20190203
6665,0,0,0,0,0,1,0,20190119,20190202
14431,0,0,0,0,0,1,1,20181209,20181223
6659,0,0,0,0,0,1,1,20181215,20190113
6666,1,1,1,1,1,1,1,20181209,20190106
6675,0,0,0,0,0,1,1,20181117,20181208
3245,0,0,0,0,0,0,1,20181209,20190127
6672,1,1,1,1,1,0,0,20181105,20181109
306,0,0,0,0,0,1,0,20181215,20190126
563,1,1,1,1,1,0,0,20181112,20181207
4411,0,0,0,0,0,1,0,20181215,20190202
6762,0,0,0,0,1,0,0,20181231,20190127
6764,1,1,1,1,0,0,1,20181209,20190113
6686,0,0,0,0,0,0,1,20181209,20190113
14432,0,0,0,0,0,0,1,20181111,20181118
6697,1,1,1,1,1,0,0,20181224,20190106
6693,1,1,1,1,1,0,1,20181105,20181111
14433,1,1,1,1,1,0,0,20181105,20181125
6694,1,1,1,1,1,1,1,20181209,20190203
6691,1,1,1,1,1,0,0,20181210,20190201
1637,1,1,1,1,1,0,0,20181210,20190104
6676,1,1,1,1,1,1,1,20181209,20190203
981,1,1,1,1,1,0,0,20190107,20190111
14434,1,1,1,1,1,1,1,20181112,20181208
2947,1,1,1,1,1,0,0,20181105,20181207
4172,1,1,1,1,1,1,1,20181126,20181208
5925,1,1,1,1,1,0,1,20181126,20181207
6684,1,1,1,1,1,1,1,20181105,20181111
6678,1,1,1,1,1,1,0,20181105,20181110
6683,1,1,1,1,1,1,1,20181209,20190203
14435,1,1,1,1,1,0,1,20181105,20181125
6701,1,0,0,0,1,0,0,20190128,20190201
6705,1,1,1,1,0,0,0,20181210,20181223
6698,1,1,1,1,1,1,1,20181112,20181208
6723,1,1,0,0,1,0,0,20190128,20190201
6744,1,1,1,1,1,0,0,20181210,20181223
6746,0,0,0,0,0,1,0,20181215,20190126
6730,1,1,1,1,1,1,1,20181209,20190203
6724,1,1,1,1,1,0,1,20181209,20190203
6726,0,0,0,0,0,1,0,20181215,20190126
6749,0,0,0,0,0,1,0,20181215,20190126
6737,0,0,0,0,1,0,1,20181209,20190127
6758,0,0,0,0,1,0,1,20190201,20190203
6756,1,1,1,1,1,0,1,20181209,20190127
6722,1,1,1,1,1,0,0,20181210,20181223
6739,0,0,0,0,1,0,1,20190201,20190203
6747,0,0,0,0,0,0,1,20181209,20190127
6742,1,1,1,1,0,0,0,20181210,20190131
14436,1,1,1,1,1,0,0,20181105,20181130
14437,0,0,0,0,0,1,0,20181110,20181117
6710,0,0,0,0,0,0,1,20181209,20190203
6706,1,1,1,1,1,0,0,20181210,20181223
14438,0,0,0,0,0,0,1,20181111,20181202
6717,1,0,1,1,1,0,0,20181224,20190104
6721,0,0,0,0,0,0,1,20181209,20190203
4761,0,0,0,0,1,0,1,20181116,20181118
