route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87745000-87746784,OCESN,"","Bellegarde-Gare - Chamonix-Mont-Blanc",,3,,,
OCESN-87746008-87745679,OCESN,"","Annecy - Evian-les-Bains",,3,,,
OCE140645,OCESN,"","Cars Chambéry - Annecy - Evians",,3,,,
OCESN-87698423-87746479,OCESN,"","Chamberry-Jacob - St-Gervais-L-B-Le-Fayet",,3,,,
OCE140644,OCESN,"","Cars Chambéry - Chamonix",,3,,,
OCESN-87746008-87697128,OCESN,"","Annecy - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCE140640,OCESN,"","Cars Lyon - Chamonix",,3,,,
OCESN-87746339-87697128,OCESN,"","Bonneville - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87741009-87746784,OCESN,"","Chambéry-Chal.-les-Eaux - Chamonix-Mont-Blanc",,3,,,
OCESN-87746008-87745927,OCESN,"","Annecy - Genève-Eaux-Vives-Rieu",,3,,,
OCE160699,OCESN,"","Cars Bellegarde - Evian",,3,,,
OCESN-87746339-87741009,OCESN,"","Bonneville - Chambéry-Chal.-les-Eaux",,3,,,
OCESN-87746008-87746784,OCESN,"","Annecy - Chamonix-Mont-Blanc",,3,,,
OCESN-87335521-87741728,OCESN,"","Grenoble-Gare-Routière - Moûtiers-Salins-Brides",,3,,,
OCE140643,OCESN,"","Cars Bourg-St-Maurice - Grenoble",,3,,,
OCESN-87741009-87745679,OCESN,"","Chambéry-Chal.-les-Eaux - Evian-les-Bains",,3,,,
OCESN-87741009-87746370,OCESN,"","Chambéry-Chal.-les-Eaux - Cluses (Hte-Savoie)",,3,,,
OCESN-87741793-87335521,OCESN,"","Bourg-St-Maurice - Grenoble-Gare-Routière",,3,,,
OCESN-87746784-87697128,OCESN,"","Chamonix-Mont-Blanc - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCE156699,OCESN,"","Cars Lyon - (LTP - AMB) - Chambéry",,3,,,
OCESN-87741645-87741728,OCESN,"","Albertville - Moûtiers-Salins-Brides",,3,,,
OCE156697,OCESN,"","Cars Ambérieu - Chambéry",,3,,,
OCESN-87741009-87723478,OCESN,"","Chambéry-Chal.-les-Eaux - La Tour-du-Pin",,3,,,
OCESN-87741793-87741728,OCESN,"","Bourg-St-Maurice - Moûtiers-Salins-Brides",,3,,,
OCESN-87746008-87745646,OCESN,"","Annecy - Thonon-les-Bains",,3,,,
OCESN-87746008-87746149,OCESN,"","Annecy - Rumilly",,3,,,
OCESN-87741009-87745646,OCESN,"","Chambéry-Chal.-les-Eaux - Thonon-les-Bains",,3,,,
OCESN-87741009-87746479,OCESN,"","Chambéry-Chal.-les-Eaux - St-Gervais-L-B-Le-Fayet",,3,,,
OCESN-87745497-87741009,OCESN,"","Annemasse - Chambéry-Chal.-les-Eaux",,3,,,
OCESN-87741009-87741470,OCESN,"","Chambéry-Chal.-les-Eaux - Pont-de-Beauvoisin",,3,,,
OCE156710,OCESN,"","Cars Villefranche - Lyon - Vienne",,3,,,
OCESN-87697136-87698803,OCESN,"","Lyon-Perrache-Gare-Rout - Vienne-Gare-Routière",,3,,,
OCE140641,OCESN,"","Cars Grenoble - Annonay",,3,,,
OCESN-87335521-87763029,OCESN,"","Grenoble-Gare-Routière - Valence-TGV",,3,,,
OCESN-87761270-87335521,OCESN,"","Annonay-Gare-Route - Grenoble-Gare-Routière",,3,,,
OCE160697,OCESN,"","Cars Lyon - Grenoble",,3,,,
OCESN-87335521-87697128,OCESN,"","Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCE140642,OCESN,"","Cars Modane - Grenoble",,3,,,
OCESN-87335521-87742007,OCESN,"","Grenoble-Gare-Routière - Modane",,3,,,
OCESN-87723494-87747287,OCESN,"","St-André-le-Gaz - Voiron",,3,,,
OCESN-87761270-87392829,OCESN,"","Annonay-Gare-Route - St-Martin-d'Hères",,3,,,
OCESN-87697136-87723494,OCESN,"","Lyon-Perrache-Gare-Rout - St-André-le-Gaz",,3,,,
OCESN-87747246-87723494,OCESN,"","Rives - St-André-le-Gaz",,3,,,
OCESN-87723478-87747246,OCESN,"","La Tour-du-Pin - Rives",,3,,,
OCE140639,OCESN,"","Cars Grenoble - Annemasse - Evian",,3,,,
OCESN-87335521-87745646,OCESN,"","Grenoble-Gare-Routière - Thonon-les-Bains",,3,,,
OCE260844,OCESN,"","Cars Valence - St-Etienne",,3,,,
OCESN-87698662-87556506,OCESN,"","Saint-Etienne-Chtx-G.Ro - Valence-Gare-Routière",,3,,,
OCESN-87741728-87741223,OCESN,"","Moûtiers-Salins-Brides - St-Pierre-d'Albigny",,3,,,
OCE160691,OCESN,"","Cars Chambéry - Modane",,3,,,
OCESN-87741272-87741223,OCESN,"","Argentine - St-Pierre-d'Albigny",,3,,,
OCE941884,OCESN,"","Cars Valence - Die",,3,,,
OCESN-87761841-87556506,OCESN,"","Die - Valence-Gare-Routière",,3,,,
OCE140638,OCESN,"","Cars Grenoble - Chamonix",,3,,,
OCESN-87746784-87335521,OCESN,"","Chamonix-Mont-Blanc - Grenoble-Gare-Routière",,3,,,
OCE252844,OCESN,"","Cars Grenoble - Chambery",,3,,,
OCESN-87741009-87335521,OCESN,"","Chambéry-Chal.-les-Eaux - Grenoble-Gare-Routière",,3,,,
OCESN-87741280-87741223,OCESN,"","Epierre-St-Léger - St-Pierre-d'Albigny",,3,,,
OCESN-87697136-87721332,OCESN,"","Lyon-Perrache-Gare-Rout - Villefranche-sur-Saône",,3,,,
OCESN-87745497-87335521,OCESN,"","Annemasse - Grenoble-Gare-Routière",,3,,,
OCESN-87745497-87745646,OCESN,"","Annemasse - Thonon-les-Bains",,3,,,
OCESN-87335521-87747493,OCESN,"","Grenoble-Gare-Routière - Pontcharra-sur-Bréda",,3,,,
OCESN-87745679-87335521,OCESN,"","Evian-les-Bains - Grenoble-Gare-Routière",,3,,,
OCESN-87726471-87698662,OCESN,"","Boën - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87721860-87721423,OCESN,"","Lamure-sur-Azergues - Lozanne",,3,,,
OCESN-87721423-87721175,OCESN,"","Lozanne - Lyon-Gorge-de-Loup",,3,,,
OCESN-87741280-87741181,OCESN,"","Epierre-St-Léger - Montmélian",,3,,,
OCESN-87726448-87698662,OCESN,"","Montbrison - Saint-Etienne-Chtx-G.Ro",,3,,,
OCE232739,OCESN,"","Cars Lyon St Paul - Lozanne",,3,,,
OCESN-87721423-87698332,OCESN,"","Lozanne - Lyon-St-Paul-Quai-Bondy",,3,,,
OCESN-87734509-87698662,OCESN,"","Noirétable - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87723429-87697128,OCESN,"","Bourgoin-Jallieu - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87742320-87741223,OCESN,"","St-Jean-de-Maurienne-A. - St-Pierre-d'Albigny",,3,,,
OCESN-87726471-87734509,OCESN,"","Boën - Noirétable",,3,,,
OCESN-87335521-87746479,OCESN,"","Grenoble-Gare-Routière - St-Gervais-L-B-Le-Fayet",,3,,,
OCE156691,OCESN,"","Cars Roanne - St-Etienne",,3,,,
OCESN-87726877-87698662,OCESN,"","Feurs - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87721423-87484584,OCESN,"","Lozanne - Poule-Mairie",,3,,,
OCESN-87698290-87721423,OCESN,"","Grandris-Centre - Lozanne",,3,,,
OCESN-87741249-87742320,OCESN,"","Aiton-Salle-Polyvalente - St-Jean-de-Maurienne-A.",,3,,,
OCESN-87698662-87734475,OCESN,"","Saint-Etienne-Chtx-G.Ro - Thiers",,3,,,
OCESN-87741009-87741280,OCESN,"","Chambéry-Chal.-les-Eaux - Epierre-St-Léger",,3,,,
OCESN-87734004-87698662,OCESN,"","Clermont-Ferrand - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87698340-87721605,OCESN,"","Lyon-St-Paul-la-Feuilée - Sain-Bel",,3,,,
OCE168688,OCESN,"","Cars Lyon St-Paul - Sain Bel",,3,,,
OCESN-87698332-87721605,OCESN,"","Lyon-St-Paul-Quai-Bondy - Sain-Bel",,3,,,
OCE156701,OCESN,"","Cars Roanne - Lyon",,3,,,
OCESN-87697128-87698639,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Roanne-Gare-Routière",,3,,,
OCESN-87697128-87725689,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Mâcon-Ville",,3,,,
OCE232738,OCESN,"","Cars Mâcon - Lyon",,3,,,
OCESN-87726448-87734509,OCESN,"","Montbrison - Noirétable",,3,,,
OCESN-87409763-87721423,OCESN,"","Bois-d'Oingt-Centre - Lozanne",,3,,,
OCESN-87696013-87725689,OCESN,"","Bourg-En-Bresse-Gare-Ro - Mâcon-Ville",,3,,,
OCE156693,OCESN,"","Cars Macon - Bourg-en-Bresse",,3,,,
OCE629127,OCESN,"","Cars Communay Sérézin",,3,,,
OCESN-87722546-87177576,OCESN,"","Sérézin - Ternay-Barbières",,3,,,
OCESN-87696013-87743633,OCESN,"","Bourg-En-Bresse-Gare-Ro - St-Claude",,3,,,
OCESN-87743534-87743633,OCESN,"","Oyonnax - St-Claude",,3,,,
OCESN-87696013-87741009,OCESN,"","Bourg-En-Bresse-Gare-Ro - Chambéry-Chal.-les-Eaux",,3,,,
OCESN-87177360-87722546,OCESN,"","Communay-Stade - Sérézin",,3,,,
OCE140647,OCESN,"","Cars Bourg-en-Bresse - Chambéry",,3,,,
OCESN-87743716-87696013,OCESN,"","Ambérieu-en-Bugey - Bourg-En-Bresse-Gare-Ro",,3,,,
OCESN-87696013-87743534,OCESN,"","Bourg-En-Bresse-Gare-Ro - Oyonnax",,3,,,
OCESN-87697128-87743534,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Oyonnax",,3,,,
OCESN-00-87696013,OCESN,"","- Bourg-En-Bresse-Gare-Ro",,3,,,
OCESN-87696013-87697128,OCESN,"","Bourg-En-Bresse-Gare-Ro - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87697128-87743633,OCESN,"","Lyon-Part-Dieu-Gare-Rou - St-Claude",,3,,,
OCESN-87697128-87715441,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Morez",,3,,,
OCESN-87696013-87725705,OCESN,"","Bourg-En-Bresse-Gare-Ro - Mâcon-Loché-TGV",,3,,,
OCE496863,OCESN,"","Cars Grenoble - Aubenas",,3,,,
OCESN-87335521-87556506,OCESN,"","Grenoble-Gare-Routière - Valence-Gare-Routière",,3,,,
OCESN-87335521-87556522,OCESN,"","Grenoble-Gare-Routière - Montélimar-G-Routière",,3,,,
OCE252843,OCESN,"","Cars Grenoble - Valence",,3,,,
OCESN-87337089-87335521,OCESN,"","Aubenas-Pl.-de-la-Paix - Grenoble-Gare-Routière",,3,,,
OCESN-87335521-87698621,OCESN,"","Grenoble-Gare-Routière - Privas-Cours-du-Palais",,3,,,
OCESN-87337089-87392829,OCESN,"","Aubenas-Pl.-de-la-Paix - St-Martin-d'Hères",,3,,,
OCESN-87698621-87392829,OCESN,"","Privas-Cours-du-Palais - St-Martin-d'Hères",,3,,,
OCESN-87556522-87392829,OCESN,"","Montélimar-G-Routière - St-Martin-d'Hères",,3,,,
OCESN-87698621-87556506,OCESN,"","Privas-Cours-du-Palais - Valence-Gare-Routière",,3,,,
OCE697634,OCESN,"","Cars Lyon - St Etienne",,3,,,
OCESN-87697128-87698662,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Saint-Etienne-Chtx-G.Ro",,3,,,
OCE156689,OCESN,"","Cars Lyon - Ambérieu - St Rambert en B",,3,,,
OCESN-87743716-87697128,OCESN,"","Ambérieu-en-Bugey - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87743716-87743740,OCESN,"","Ambérieu-en-Bugey - St-Rambert-en-Bugey",,3,,,
OCESN-87743716-87741504,OCESN,"","Ambérieu-en-Bugey - Virieu-le-Grand-Belley",,3,,,
OCESN-87697128-87556506,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Valence-Gare-Routière",,3,,,
OCESN-87335521-87723494,OCESN,"","Grenoble-Gare-Routière - St-André-le-Gaz",,3,,,
OCESN-87721431-87698639,OCESN,"","L'Arbresle - Roanne-Gare-Routière",,3,,,
OCESN-87697193-87335521,OCESN,"","Clelles-Mairie - Grenoble-Gare-Routière",,3,,,
OCESN-87747626-87763003,OCESN,"","Clelles-Mens - Gap",,3,,,
OCESN-87335521-87747576,OCESN,"","Grenoble-Gare-Routière - Vif",,3,,,
OCESN-87763003-87335521,OCESN,"","Gap - Grenoble-Gare-Routière",,3,,,
OCE889872,OCESN,"","Cars travaux GE - VCE (61)",,3,,,
OCESN-87721423-87697136,OCESN,"","Lozanne - Lyon-Perrache-Gare-Rout",,3,,,
OCESN-87697136-87694687,OCESN,"","Lyon-Perrache-Gare-Rout - Paray-le-Monial",,3,,,
OCESN-87747626-87335521,OCESN,"","Clelles-Mens - Grenoble-Gare-Routière",,3,,,
OCESN-87734004-87721472,OCESN,"","Clermont-Ferrand - Tarare",,3,,,
OCESN-87725689-87721332,OCESN,"","Mâcon-Ville - Villefranche-sur-Saône",,3,,,
OCESN-87697128-87721332,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Villefranche-sur-Saône",,3,,,
OCESN-87723361-87723353,OCESN,"","St-Pierre-de-Chandieu-R - St-Priest",,3,,,
OCE629126,OCESN,"","Cars St Priest - St Pierre de Chandieu",,3,,,
OCESN-87764308-87556506,OCESN,"","Pierrelatte - Valence-Gare-Routière",,3,,,
OCE873867,OCESN,"","CAR-LILLE-VALENCIENNES-AULNOYE-JEUMONT-VALENCIENNES-CAMBRAI",,3,,,
OCE873863,OCESN,"","CAR-LILLE-CALAIS",,3,,,
OCESN-87295600-87295014,OCESN,"","Aulnoye Aymeries - Jeumont",,2,,,
OCESN-87317586-87317263,OCESN,"","Boulogne Ville - Calais Ville",,2,,,
OCESN-87286146-87286005,OCESN,"","Armentières - Lille Flandres",,2,,,
OCESN-87345025-87286005,OCESN,"","Lens - Lille Flandres",,2,,,
OCESN-87342014-87345009,OCESN,"","Arras - Douai",,2,,,
OCESN-87286005-87286542,OCESN,"","Lille Flandres - Tourcoing",,2,,,
OCESN-87345009-87345025,OCESN,"","Douai - Lens",,3,,,
OCESN-87295600-87295006,OCESN,"","Aulnoye Aymeries - Maubeuge",,2,,,
OCESN-87345520-87343004,OCESN,"","Cambrai Ville - Valenciennes",,2,,,
OCESN-87342014-87286302,OCESN,"","Arras - Hazebrouck",,2,,,
OCESN-87317263-87286302,OCESN,"","Calais Ville - Hazebrouck",,3,,,
OCESN-87342048-87345009,OCESN,"","Achiet - Douai",,2,,,
OCESN-87317263-87281006,OCESN,"","Calais Ville - Dunkerque",,2,,,
OCESN-87295600-87296244,OCESN,"","Aulnoye Aymeries - Busigny",,2,,,
OCESN-87286260-87286005,OCESN,"","Comines (France) - Lille Flandres",,2,,,
OCESN-87296244-87295014,OCESN,"","Busigny - Jeumont",,2,,,
OCESN-87286302-87286005,OCESN,"","Hazebrouck - Lille Flandres",,2,,,
OCESN-87286302-87281444,OCESN,"","Hazebrouck - St Omer",,3,,,
OCESN-87286005-88857040,OCESN,"","Lille Flandres - Mouscron / Moeskroen",,3,,,
OCESN-87345025-87345256,OCESN,"","Lens - Libercourt",,3,,,
OCESN-87295014-87343004,OCESN,"","Jeumont - Valenciennes",,3,,,
OCESN-87295600-87343004,OCESN,"","Aulnoye Aymeries - Valenciennes",,3,,,
OCESN-87295063-87343004,OCESN,"","Hirson - Valenciennes",,3,,,
OCESN-87295006-87343004,OCESN,"","Maubeuge - Valenciennes",,3,,,
OCE873866,OCESN,"","CAR-LILLE-DON-BETHUNE-ST POL",,3,,,
OCESN-87342006-87342337,OCESN,"","Béthune - St Pol sur Ternoise",,3,,,
OCE873861,OCESN,"","CAR-RANG DU FLIERS-CALAIS",,3,,,
OCESN-87281071-87317263,OCESN,"","Calais Fréthun - Calais Ville",,3,,,
OCE873871,OCESN,"","LILLE-DOUAI-VALENCIENNES-CAMBRAI",,3,,,
OCESN-87343475-87345314,OCESN,"","Lourches - Somain",,3,,,
OCE873870,OCESN,"","CAR-BUSIGNY-AULNOYE-JEUMONT(p)",,3,,,
OCESN-87317362-87317586,OCESN,"","Abbeville - Boulogne Ville",,3,,,
OCESN-87317586-87317057,OCESN,"","Boulogne Ville - Rang du Fl. Verton Ber.",,2,,,
OCE705965,OCESN,"","MARSEILLE/AVIGNON/ORANGE via RGC, ARS et CNV",,2,,,
OCESN-87751008-87753004,OCESN,"","Marseille-St-Charles - Miramas",,2,,,
OCESN-87763607-87761007,OCESN,"","Briançon - Valence-Ville",,2,,,
OCESN-87755447-87755009,OCESN,"","Les Arcs-Draguignan - Toulon",,3,,,
OCESN-87757625-87755447,OCESN,"","Cannes - Les Arcs-Draguignan",,2,,,
OCESN-87751008-87755009,OCESN,"","Marseille-St-Charles - Toulon",,2,,,
OCESN-87757674-87755447,OCESN,"","Antibes - Les Arcs-Draguignan",,3,,,
OCESN-87755447-87756056,OCESN,"","Les Arcs-Draguignan - Nice-Ville",,3,,,
OCESN-87755629-87755009,OCESN,"","Hyères - Toulon",,3,,,
OCESN-87757625-87757526,OCESN,"","Cannes - St-Raphaël-Valescure",,2,,,
OCESN-87755447-87757526,OCESN,"","Les Arcs-Draguignan - St-Raphaël-Valescure",,3,,,
OCESN-87751784-87751008,OCESN,"","La Ciotat - Marseille-St-Charles",,3,,,
OCESN-87763607-87763029,OCESN,"","Briançon - Valence-TGV",,3,,,
OCE362,OCESN,"","Verdun-Conflans-Hagondange-Metz",,2,,,
OCE355,OCESN,"","Reims-Bar Le Duc-Nancy",,2,,,
OCE325,OCESN,"","Saarbrücken-Forbach-Metz",,2,,,
OCE364,OCESN,"","St-Dié-Epinal",,2,,,
OCE637136,OCESN,"","Car SARREBOURG - SARREGUEMINES",,3,,,
OCE625077,OCESN,"","Car REMILLY - MORHANGE",,3,,,
OCE637179,OCESN,"","Car EPINAL-MIRECOURT-CONTREX-NEUFCHATEAU",,3,,,
OCE357,OCESN,"","Neufchâteau-Toul-Nancy",,2,,,
OCE330,OCESN,"","Sarre-Union-Sarreguemines",,2,,,
OCE600,OCESN,"","Sarrebrucken - Strasbourg Krimmeri",,2,,,
OCE324,OCESN,"","Luxembourg-Longwy-Nancy",,2,,,
OCE360,OCESN,"","Reims-Bar Le Duc-Metz",,2,,,
OCE323,OCESN,"","Luxembourg-Metz-Nancy",,2,,,
OCE637181,OCESN,"","Car SARREBOURG - MORHANGE",,3,,,
OCESN-87192039-87175778,OCESN,"","Metz-Ville - Verdun",,2,,,
OCESN-87175042-87141002,OCESN,"","Bar-le-Duc - Nancy-Ville",,2,,,
OCE358,OCESN,"","Remiremont-Epinal-Nancy-Metz",,2,,,
OCESN-87192666-87191114,OCESN,"","Conflans-Jarny - Hagondange",,2,,,
OCESN-87193250-87193615,OCESN,"","Bening - Sarreguemines",,3,,,
OCESN-87141002-87141291,OCESN,"","Nancy-Ville - Neufchâteau",,2,,,
OCESN-82001000-87192039,OCESN,"","Luxembourg - Metz-Ville",,2,,,
OCESN-87194274-87194001,OCESN,"","Longuyon - Longwy",,3,,,
OCESN-82001000-87191007,OCESN,"","Luxembourg - Thionville",,2,,,
OCESN-87175042-87192039,OCESN,"","Bar-le-Duc - Metz-Ville",,2,,,
OCESN-87192666-87175778,OCESN,"","Conflans-Jarny - Verdun",,3,,,
OCESN-87192666-87192039,OCESN,"","Conflans-Jarny - Metz-Ville",,2,,,
OCESN-87191114-87175778,OCESN,"","Hagondange - Verdun",,3,,,
OCE1437992,OCESN,"","Car CHARMES - MIRECOURT - VITTEL",,3,,,
OCE1437994,OCESN,"","Car VITTEL - CONTREX - NANCY",,3,,,
OCE1157946,OCESN,"","Car CULMONT CHALINDREY NANCY",,3,,,
OCESN-87141291-87144279,OCESN,"","Neufchâteau - Vittel",,3,,,
OCESN-87141002-87144279,OCESN,"","Nancy-Ville - Vittel",,3,,,
OCESN-87144055-87144006,OCESN,"","Charmes (Vosges) - Epinal",,3,,,
OCESN-87141291-87141044,OCESN,"","Neufchâteau - Toul",,3,,,
OCESN-87174003-87192039,OCESN,"","Châlons-en-Champagne - Metz-Ville",,3,,,
OCESN-87172007-87194274,OCESN,"","Charleville-Mézières - Longuyon",,3,,,
OCESN-87215665-87193615,OCESN,"","Diemeringen - Sarreguemines",,3,,,
OCE637111,OCESN,"","Car NANCY - METZ",,3,,,
OCE637174,OCESN,"","Car CREUTZWALD - THIONVILLE",,3,,,
OCE629078,OCESN,"","Car SARREGUEMINES - BENING",,3,,,
OCESN-87407064-87215012,OCESN,"","Igney (Centre) - Sarrebourg",,3,,,
OCE625078,OCESN,"","Car SARREBOURG-IGNEY AVRICOURT-LUNEVILLE",,3,,,
OCESN-87193250-87642801,OCESN,"","Bening - Bitche-Quartier-Driant",,3,,,
OCE637164,OCESN,"","Car NANCY - NEUFCHATEAU",,3,,,
OCESN-87117465-87141044,OCESN,"","Allamps-Esat - Toul",,3,,,
OCESN-87407064-87477638,OCESN,"","Igney (Centre) - Sarrebourg-LP-Messmer",,3,,,
OCE637135,OCESN,"","Car METZ - LONGWY",,3,,,
OCESN-87194001-87192039,OCESN,"","Longwy - Metz-Ville",,3,,,
OCE637144,OCESN,"","Car METZ - VERDUN",,3,,,
OCESN-87141002-87458869,OCESN,"","Nancy-Ville - Neufchateau-Lp",,3,,,
OCE637148,OCESN,"","Car BUSSANG - REMIREMONT",,3,,,
OCESN-87405878-87144451,OCESN,"","Bussang (Gare SNCF) - Remiremont",,3,,,
OCE637120,OCESN,"","Car LONGUYON - MONTMEDY",,3,,,
OCESN-87194274-87406645,OCESN,"","Longuyon - Vezin-Carrefour",,3,,,
OCESN-87193821-87193615,OCESN,"","Bitche - Sarreguemines",,3,,,
OCESN-87194274-87194209,OCESN,"","Longuyon - Montmédy",,3,,,
OCE637137,OCESN,"","Car BITCHE - SARREGUEMINES",,3,,,
OCE637171,OCESN,"","Car LA BRESSE - REMIREMONT",,3,,,
OCESN-87194357-87191007,OCESN,"","Audun-le-Roman - Thionville",,3,,,
OCESN-87524850-87144451,OCESN,"","Bresse-Claudel (la) - Remiremont",,3,,,
OCESN-87405811-87144451,OCESN,"","La-Bresse (Pl Champtel) - Remiremont",,3,,,
OCE637145,OCESN,"","Car THIONVILLE - AUDUN LE ROMAN",,3,,,
OCESN-87476796-87144451,OCESN,"","- Remiremont",,3,,,
OCESN-87524868-87144451,OCESN,"","- Remiremont",,3,,,
OCESN-87458869-87141044,OCESN,"","Neufchateau-Lp - Toul",,3,,,
OCESN-87215160-87215012,OCESN,"","Lutzelbourg - Sarrebourg",,3,,,
OCE637138,OCESN,"","Car LUTZELBOURG - SARREBOURG",,3,,,
OCESN-87215012-87463638,OCESN,"","Sarrebourg - St-Louis-57-Incliné",,3,,,
OCESN-87642801-87193615,OCESN,"","Bitche-Quartier-Driant - Sarreguemines",,3,,,
OCESN-87406603-87406645,OCESN,"","Longuyon (Collège) - Vezin-Carrefour",,3,,,
OCE621078,OCESN,"","Car THIONVILLE - APACH",,3,,,
OCESN-87141150-87405662,OCESN,"","Lunéville - Rambervillers (11 Nov)",,3,,,
OCESN-87697839-87191007,OCESN,"","Perl-Gare-DB - Thionville",,3,,,
OCE637180,OCESN,"","Car BRUYERES - LUNEVILLE",,3,,,
OCESN-87144154-87141150,OCESN,"","Bruyères (Vosges) - Lunéville",,3,,,
OCE629083,OCESN,"","Car LONGWY - LONGUYON",,3,,,
OCESN-87141150-87144725,OCESN,"","Lunéville - Rambervillers-avenue-Fé",,3,,,
OCESN-87141150-87141242,OCESN,"","Lunéville - Moyen",,3,,,
OCESN-87407072-87405662,OCESN,"","Lunéville (Cité Scolai) - Rambervillers (11 Nov)",,3,,,
OCESN-87407072-87144725,OCESN,"","Lunéville (Cité Scolai) - Rambervillers-avenue-Fé",,3,,,
OCESN-87476747-87405662,OCESN,"","Luneville-LP - Rambervillers (11 Nov)",,3,,,
OCESN-87144733-87141150,OCESN,"","Jeanménil - Lunéville",,3,,,
OCE140662,OCESN,"","ligne routière Carcassonne Quillan",,3,,,
OCE140664,OCESN,"","ligne routière Nîmes Le Grau du Roi",,3,,,
OCE140656,OCESN,"","ligne routière Mende Clermont Ferrand",,3,,,
OCESN-87775866-87775007,OCESN,"","Le Grau-du-Roi - Nîmes",,2,,,
OCESN-87615286-87615161,OCESN,"","Carcassonne - Limoux",,2,,,
OCESN-87784009-87784686,OCESN,"","Perpignan - Villefranche-Vernet-l.B",,2,,,
OCESN-87783282-87783605,OCESN,"","Marvejols - Mende",,2,,,
OCESN-87783001-87783241,OCESN,"","Millau - St-Chély-d'Apcher",,3,,,
OCESN-87781609-87781005,OCESN,"","Bédarieux - Béziers",,3,,,
OCESN-87785006-87784009,OCESN,"","Cerbère - Perpignan",,2,,,
OCESN-87775171-87783605,OCESN,"","La Bastide-St-Laurent - Mende",,3,,,
OCESN-87775171-87783282,OCESN,"","La Bastide-St-Laurent - Marvejols",,3,,,
OCESN-87615286-87781104,OCESN,"","Carcassonne - Narbonne",,2,,,
OCESN-87775213-87775171,OCESN,"","Génolhac - La Bastide-St-Laurent",,3,,,
OCESN-87765008-87775007,OCESN,"","Avignon-Centre - Nîmes",,2,,,
OCESN-87615161-87615260,OCESN,"","Limoux - Quillan",,3,,,
OCE144650,OCESN,"","ligne routière Béziers Bédarieux",,3,,,
OCE140665,OCESN,"","ligne routière Alès Nîmes",,3,,,
OCE646,OCESN,"","Perpignan-Villefranche",,3,,,
OCE140657,OCESN,"","ligne routière St Chély Millau",,3,,,
OCESN-87783282-87783001,OCESN,"","Marvejols - Millau",,3,,,
OCE140659,OCESN,"","ligne routière Mende Marvejols St chély",,3,,,
OCE140661,OCESN,"","ligne routière Mende Le Puy",,3,,,
OCESN-87734699-87783282,OCESN,"","Le Puy-en-Velay - Marvejols",,3,,,
OCESN-87783605-87783001,OCESN,"","Mende - Millau",,3,,,
OCESN-87775171-87734350,OCESN,"","La Bastide-St-Laurent - Langogne",,3,,,
OCE140660,OCESN,"","ligne routière La Bastide Langogne Mende",,3,,,
OCESN-87783605-87613422,OCESN,"","Mende - Rodez",,3,,,
OCESN-87783605-87783241,OCESN,"","Mende - St-Chély-d'Apcher",,3,,,
OCE1209984,OCESN,"","PARIS-CHARTRES-NOGENT",,2,,,
OCE1209985,OCESN,"","Tours-Vendôme-Châteaudun-Paris Austerlitz",,2,,,
OCE372846,OCESN,"","Autocars Argentan / Briouze / Bagnoles / Flers / Vire / Folligny / Granville",,3,,,
OCESN-87444414-87444372,OCESN,"","Dives-Cabourg - Trouville-Deauville",,3,,,
OCE587,OCESN,"","Le Mans / Alençon / Argentan  / Caen",,2,,,
OCE583,OCESN,"","Lisieux / Trouville-Deauville / Dives-Cabourg",,2,,,
OCESN-87444265-87444372,OCESN,"","Lisieux - Trouville-Deauville",,2,,,
OCESN-87444711-87444562,OCESN,"","Alençon - Surdon",,2,,,
OCE368849,OCESN,"","Autocars Lison / St-Lô / Coutances / Folligny / Granville / Pontorson",,3,,,
OCE616,OCESN,"","Rouen R.D. / Caen",,2,,,
OCESN-87444000-87411017,OCESN,"","Caen - Rouen-Rive-Droite",,2,,,
OCE610,OCESN,"","Paris-Vaug. / Dreux / Argentan / Granville",,2,,,
OCESN-87447680-87391102,OCESN,"","Granville - Paris-Montp.3-Vaug.",,2,,,
OCESN-87444539-87391102,OCESN,"","Argentan - Paris-Montp.3-Vaug.",,2,,,
OCESN-87444000-87571000,OCESN,"","Caen - Tours",,2,,,
OCESN-87449330-87448084,OCESN,"","Bagnoles- Orne Egl.Mad. - Briouze",,3,,,
