route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE140644,45,OCESN039739R0100118101,"39739",1,,
OCE140644,516,OCESN039777R0100118074,"39777",1,,
OCE140644,45,OCESN039735R0100118134,"39735",1,,
OCE140644,45,OCESN039737R0100118228,"39737",1,,
OCE140644,45,OCESN039776R0100118093,"39776",0,,
OCE140644,45,OCESN039766R0100118262,"39766",0,,
OCE140644,516,OCESN039744R0100118190,"39744",0,,
OCE140644,45,OCESN039770R0100118055,"39770",0,,
OCESN-87746008-87697128,34,OCESN039521R0300318066,"39521",1,,
OCESN-87746008-87697128,1743,OCESN039853R0200218124,"39853",1,,
OCESN-87746008-87697128,1743,OCESN039715R0200218146,"39715",1,,
OCESN-87746008-87697128,44,OCESN039523R0300318088,"39523",1,,
OCESN-87746008-87697128,34,OCESN039518R0200218123,"39518",0,,
OCESN-87746008-87697128,36,OCESN039818R0200218125,"39818",0,,
OCE140640,45,OCESN039719R0100118143,"39719",1,,
OCE140640,45,OCESN039851R0100118157,"39851",1,,
OCE140640,45,OCESN039853R0100118117,"39853",1,,
OCE140640,45,OCESN039715R0100118139,"39715",1,,
OCE140640,516,OCESN039757R0100118153,"39757",1,,
OCE140640,516,OCESN039736R0100118075,"39736",0,,
OCE140640,45,OCESN039764R0100118137,"39764",0,,
OCESN-87746339-87697128,2576,OCESN039736R0200218077,"39736",0,,
OCESN-87741009-87746784,2576,OCESN039777R0200218087,"39777",1,,
OCESN-87741009-87746784,2576,OCESN039744R0200218200,"39744",0,,
OCESN-87746008-87745927,2469,OCESN039501R0200218271,"39501",1,,
OCESN-87746008-87745927,33,OCESN039515R0200218108,"39515",1,,
OCESN-87746008-87745927,34,OCESN039507R0200218102,"39507",1,,
OCESN-87746008-87745927,65,OCESN039503R0200218094,"39503",1,,
OCESN-87746008-87745927,65,OCESN039510R0200218183,"39510",0,,
OCESN-87746008-87745927,65,OCESN039506R0300318243,"39506",0,,
OCESN-87746008-87745927,65,OCESN039504R0300318224,"39504",0,,
OCE160699,119,OCESN049899R0100118274,"49899",1,,
OCE160699,23,OCESN049908R0200218406,"49908",0,,
OCE160699,45,OCESN049898R0100118132,"49898",0,,
OCE160699,401,OCESN049894R0100118095,"49894",0,,
OCESN-87746339-87741009,1743,OCESN039776R0200218097,"39776",0,,
OCESN-87746008-87746784,1743,OCESN039739R0200218104,"39739",1,,
OCESN-87746008-87746784,1743,OCESN039851R0200218156,"39851",1,,
OCESN-87746008-87746784,1743,OCESN039719R0200218142,"39719",1,,
OCESN-87746008-87746784,1743,OCESN039766R0200218263,"39766",0,,
OCESN-87335521-87741728,1743,OCESN039733R0200218106,"39733",1,,
OCE140643,45,OCESN039733R0100118114,"39733",1,,
OCE140643,45,OCESN039780R0100118127,"39780",0,,
OCESN-87741009-87745679,1743,OCESN039754R0200218118,"39754",0,,
OCESN-87741009-87746370,1743,OCESN039735R0200218133,"39735",1,,
OCESN-87741793-87335521,1743,OCESN039780R0200218135,"39780",0,,
OCESN-87746784-87697128,2576,OCESN039757R0200218155,"39757",1,,
OCESN-87746784-87697128,1743,OCESN039764R0200218148,"39764",0,,
OCE156699,3,OCESN049647R0100118319,"49647",1,,
OCE156699,3,OCESN039513R0100118425,"39513",1,,
OCE156699,5,OCESN039819R0100118281,"39819",1,,
OCE156699,3,OCESN049641R0100118229,"49641",1,,
OCE156699,403,OCESN049653R0100118159,"49653",1,,
OCE156699,3,OCESN049655R0100118329,"49655",1,,
OCE156699,403,OCESN049643R0100118363,"49643",1,,
OCE156699,12,OCESN049645R0100118426,"49645",1,,
OCE156699,12,OCESN049651R0100118359,"49651",1,,
OCE156699,3,OCESN049649R0100118513,"49649",1,,
OCE156699,403,OCESN049660R0100118280,"49660",0,,
OCE156699,3,OCESN049646R0100118317,"49646",0,,
OCE156699,403,OCESN049648R0100118358,"49648",0,,
OCE156699,12,OCESN049652R0100118162,"49652",0,,
OCE156699,12,OCESN049658R0100118327,"49658",0,,
OCE156699,3,OCESN049656R0100118343,"49656",0,,
OCE156699,3,OCESN049654R0100118369,"49654",0,,
OCE156699,403,OCESN049640R0100118326,"49640",0,,
OCESN-87741645-87741728,57,OCESN049823R0200218405,"49823",1,,
OCESN-87741645-87741728,57,OCESN049833R0200218161,"49833",1,,
OCESN-87741645-87741728,65,OCESN049839R0200218296,"49839",1,,
OCESN-87741645-87741728,34,OCESN049824R0200218210,"49824",0,,
OCESN-87741645-87741728,65,OCESN049836R0200218473,"49836",0,,
OCESN-87741645-87741728,57,OCESN049832R0200218467,"49832",0,,
OCE156697,29,OCESN049857R0100118283,"49857",1,,
OCE156697,3,OCESN049859R0100118272,"49859",1,,
OCE156697,29,OCESN049853R0100118163,"49853",1,,
OCE156697,12,OCESN049861R0100118347,"49861",1,,
OCE156697,29,OCESN049855R0100118340,"49855",1,,
OCE156697,3,OCESN049858R0100118257,"49858",0,,
OCE156697,29,OCESN049852R0100118413,"49852",0,,
OCE156697,12,OCESN049860R0100118349,"49860",0,,
OCE156697,29,OCESN049854R0100118256,"49854",0,,
OCE156697,29,OCESN049856R0100118389,"49856",0,,
OCESN-87741009-87723478,65,OCESN049645R0200218435,"49645",1,,
OCESN-87741009-87723478,34,OCESN049649R0200218515,"49649",1,,
OCESN-87741009-87723478,34,OCESN049653R0200218167,"49653",1,,
OCESN-87741009-87723478,34,OCESN049655R0200218331,"49655",1,,
OCESN-87741009-87723478,65,OCESN049651R0200218368,"49651",1,,
OCESN-87741009-87723478,34,OCESN049657R0100118245,"49657",1,,
OCESN-87741009-87723478,1951,OCESN039854R0100120084,"39854",0,,
OCESN-87741009-87723478,34,OCESN049654R0200218364,"49654",0,,
OCESN-87741009-87723478,1951,OCESN039852R0100120131,"39852",0,,
OCESN-87741009-87723478,1951,OCESN039856R0100120083,"39856",0,,
OCESN-87741009-87723478,34,OCESN049656R0300318342,"49656",0,,
OCESN-87741009-87723478,65,OCESN049658R0200218328,"49658",0,,
OCESN-87741009-87723478,57,OCESN049660R0200218290,"49660",0,,
OCESN-87741009-87723478,34,OCESN049646R0300318320,"49646",0,,
OCESN-87741009-87723478,65,OCESN049652R0200218166,"49652",0,,
OCESN-87741009-87723478,57,OCESN049648R0200218362,"49648",0,,
OCESN-87741793-87741728,34,OCESN049827R0200218259,"49827",1,,
OCESN-87741793-87741728,34,OCESN049828R0200218169,"49828",0,,
OCESN-87746008-87745646,2576,OCESN039863R0200218211,"39863",1,,
OCESN-87746008-87745646,2576,OCESN039838R0200218336,"39838",0,,
OCESN-87746008-87746149,486,OCESN049877R0200218221,"49877",1,,
OCESN-87741009-87745646,1743,OCESN039760R0200218223,"39760",0,,
OCESN-87741009-87746479,1743,OCESN039737R0200218226,"39737",1,,
OCESN-87745497-87741009,1743,OCESN039743R0200218374,"39743",1,,
OCESN-87745497-87741009,1743,OCESN039758R0200218252,"39758",0,,
OCESN-87741009-87741470,728,OCESN039819R0200218282,"39819",1,,
OCE156710,3,OCESN049701R0100118472,"49701",1,,
OCE156710,3,OCESN049703R0100118434,"49703",1,,
OCE156710,3,OCESN049799R0100118403,"49799",1,,
OCE156710,3,OCESN049702R0100118285,"49702",0,,
OCE156710,3,OCESN049704R0100118411,"49704",0,,
OCESN-87697136-87698803,34,OCESN049701R0200218474,"49701",1,,
OCESN-87697136-87698803,34,OCESN049703R0200218431,"49703",1,,
OCESN-87697136-87698803,34,OCESN049702R0200218287,"49702",0,,
OCESN-87697136-87698803,34,OCESN049704R0200218410,"49704",0,,
OCE140641,516,OCESN039763R0100118294,"39763",1,,
OCE140641,45,OCESN039721R0100118446,"39721",1,,
OCE140641,400,OCESN039723R0100118309,"39723",1,,
OCE140641,516,OCESN039857R0100118288,"39857",1,,
OCE140641,516,OCESN039738R0100118444,"39738",0,,
OCE140641,400,OCESN039790R0100118315,"39790",0,,
OCE140641,45,OCESN039788R0100118462,"39788",0,,
OCESN-87335521-87763029,65,OCESN039539R0200218940,"39539",1,,
OCESN-87335521-87763029,44,OCESN039871R0200218823,"39871",1,,
OCESN-87335521-87763029,44,OCESN039869R0200219104,"39869",1,,
OCESN-87335521-87763029,65,OCESN039531R0200218818,"39531",1,,
OCESN-87335521-87763029,2576,OCESN039857R0200218289,"39857",1,,
OCESN-87335521-87763029,65,OCESN039537R0200218825,"39537",1,,
OCESN-87335521-87763029,65,OCESN039530R0200218925,"39530",0,,
OCESN-87335521-87763029,65,OCESN039532R0300318821,"39532",0,,
OCESN-87335521-87763029,65,OCESN039534R0200218986,"39534",0,,
OCESN-87761270-87335521,1743,OCESN039721R0200218452,"39721",1,,
OCESN-87761270-87335521,2597,OCESN039723R0200218310,"39723",1,,
OCESN-87761270-87335521,2576,OCESN039763R0200218292,"39763",1,,
OCESN-87761270-87335521,2576,OCESN039738R0200218450,"39738",0,,
OCE160697,19,OCESN039807R0100118522,"39807",1,,
OCE160697,12,OCESN039551R0100118350,"39551",1,,
OCE160697,442,OCESN039553R0100118397,"39553",1,,
OCE160697,401,OCESN039549R0100118460,"39549",1,,
OCE160697,12,OCESN039552R0100118295,"39552",0,,
OCE160697,401,OCESN039554R0200218443,"39554",0,,
OCE160697,3,OCESN049808R0100118334,"49808",0,,
OCE160697,3,OCESN049810R0100118388,"49810",0,,
OCE160697,3,OCESN039550R0100118352,"39550",0,,
OCESN-87335521-87697128,1431,OCESN039553R0200218402,"39553",1,,
OCESN-87335521-87697128,33,OCESN039549R0200218461,"39549",1,,
OCESN-87335521-87697128,65,OCESN039551R0200218351,"39551",1,,
OCESN-87335521-87697128,33,OCESN039554R0300318454,"39554",0,,
OCESN-87335521-87697128,65,OCESN039552R0200218298,"39552",0,,
OCE140642,45,OCESN039787R0100118373,"39787",1,,
OCE140642,45,OCESN039716R0100118303,"39716",0,,
OCESN-87335521-87742007,1743,OCESN039787R0200218371,"39787",1,,
OCESN-87335521-87742007,1743,OCESN039716R0200218304,"39716",0,,
OCESN-87723494-87747287,2535,OCESN049761R0200218535,"49761",1,,
OCESN-87723494-87747287,364,OCESN049759R0200218313,"49759",1,,
OCESN-87723494-87747287,364,OCESN049764R0200218502,"49764",0,,
OCESN-87723494-87747287,2598,OCESN049762R0200218445,"49762",0,,
OCESN-87761270-87392829,2597,OCESN039790R0200218314,"39790",0,,
OCESN-87761270-87392829,1743,OCESN039788R0200218463,"39788",0,,
OCESN-87697136-87723494,2280,OCESN049753R0200218420,"49753",1,,
OCESN-87697136-87723494,34,OCESN039550R0200218345,"39550",0,,
OCESN-87697136-87723494,2598,OCESN049758R0200218321,"49758",0,,
OCESN-87697136-87723494,2280,OCESN049756R0200218355,"49756",0,,
OCESN-87747246-87723494,2598,OCESN049757R0200218325,"49757",1,,
OCESN-87747246-87723494,2600,OCESN049755R0200218428,"49755",1,,
OCESN-87747246-87723494,34,OCESN049810R0200218394,"49810",0,,
OCESN-87747246-87723494,2598,OCESN049754R0200218399,"49754",0,,
OCESN-87747246-87723494,2535,OCESN049766R0200218453,"49766",0,,
OCESN-87747246-87723494,2598,OCESN049760R0200218540,"49760",0,,
OCESN-87723478-87747246,34,OCESN049808R0200218333,"49808",0,,
OCE140639,516,OCESN039767R0100118409,"39767",1,,
OCE140639,45,OCESN039785R0100118421,"39785",1,,
OCE140639,45,OCESN039849R0100118353,"39849",1,,
OCE140639,516,OCESN039730R0100118566,"39730",0,,
OCE140639,45,OCESN039710R0100118433,"39710",0,,
OCESN-87335521-87745646,1743,OCESN039849R0200218354,"39849",1,,
OCE260844,516,OCESN039717R0100118360,"39717",1,,
OCE260844,45,OCESN039725R0200218441,"39725",1,,
OCE260844,45,OCESN039714R0200218439,"39714",0,,
OCE260844,119,OCESN039712R0200218565,"39712",0,,
OCESN-87698662-87556506,1743,OCESN039725R0300318440,"39725",1,,
OCESN-87698662-87556506,2576,OCESN039717R0200218361,"39717",1,,
OCESN-87698662-87556506,2576,OCESN039712R0300318562,"39712",0,,
OCESN-87698662-87556506,1743,OCESN039714R0300318442,"39714",0,,
OCESN-87741728-87741223,36,OCESN049819R0200218367,"49819",1,,
OCE160691,5,OCESN049969R0100118549,"49969",1,,
OCE160691,394,OCESN049847R0100118481,"49847",1,,
OCE160691,401,OCESN049849R0100118437,"49849",1,,
OCE160691,3,OCESN049845R0100118417,"49845",1,,
OCE160691,119,OCESN049851R0100118418,"49851",1,,
OCE160691,45,OCESN049965R0100118477,"49965",1,,
OCE160691,3,OCESN049751R0100118370,"49751",1,,
OCE160691,3,OCESN049752R0100118512,"49752",0,,
OCE160691,3,OCESN049750R0100118553,"49750",0,,
OCE160691,3,OCESN049844R0100118564,"49844",0,,
OCE160691,45,OCESN049962R0100118511,"49962",0,,
OCE160691,3,OCESN049848R0100118505,"49848",0,,
OCE160691,45,OCESN049846R0100118506,"49846",0,,
OCE160691,3,OCESN049842R0200218503,"49842",0,,
OCE160691,3,OCESN049850R0100118501,"49850",0,,
OCE160691,9,OCESN049970R0100118532,"49970",0,,
OCE160691,6,OCESN049968R0100118533,"49968",0,,
OCESN-87741272-87741223,34,OCESN049751R0200218372,"49751",1,,
OCESN-87741272-87741223,34,OCESN049752R0200218514,"49752",0,,
OCESN-87741272-87741223,34,OCESN049750R0200218555,"49750",0,,
OCE941884,3,OCESN039691R0100118490,"39691",1,,
OCE941884,3,OCESN039693R0100118525,"39693",1,,
OCE941884,401,OCESN039695R0100118574,"39695",1,,
OCE941884,401,OCESN039690R0100118483,"39690",0,,
OCE941884,3,OCESN039694R0100118486,"39694",0,,
OCE941884,3,OCESN039692R0200218375,"39692",0,,
OCESN-87761841-87556506,33,OCESN039695R0200218575,"39695",1,,
OCESN-87761841-87556506,34,OCESN039691R0200218485,"39691",1,,
OCESN-87761841-87556506,34,OCESN039693R0200218531,"39693",1,,
OCESN-87761841-87556506,34,OCESN039694R0200218487,"39694",0,,
OCESN-87761841-87556506,34,OCESN039692R0300318377,"39692",0,,
OCESN-87761841-87556506,33,OCESN039690R0200218479,"39690",0,,
OCE140638,45,OCESN039799R0200218545,"39799",1,,
OCE140638,516,OCESN039765R0100118449,"39765",1,,
OCE140638,45,OCESN039762R0100118392,"39762",0,,
OCE140638,516,OCESN039726R0100118530,"39726",0,,
OCESN-87746784-87335521,2576,OCESN039765R0200218448,"39765",1,,
OCESN-87746784-87335521,1743,OCESN039799R0300318546,"39799",1,,
OCESN-87746784-87335521,1743,OCESN039762R0200218393,"39762",0,,
OCE252844,3,OCESN039535R0100118510,"39535",1,,
OCE252844,3,OCESN039543R0100118587,"39543",1,,
OCE252844,3,OCESN039542R0100118520,"39542",0,,
OCE252844,3,OCESN039538R0200218395,"39538",0,,
OCESN-87741009-87335521,34,OCESN039535R0200218509,"39535",1,,
OCESN-87741009-87335521,34,OCESN039543R0200218589,"39543",1,,
OCESN-87741009-87335521,34,OCESN039538R0300318396,"39538",0,,
OCESN-87741009-87335521,34,OCESN039542R0200218524,"39542",0,,
OCESN-87741280-87741223,33,OCESN049967R0200218401,"49967",1,,
OCESN-87697136-87721332,34,OCESN049799R0200218407,"49799",1,,
OCESN-87745497-87335521,2576,OCESN039767R0200218412,"39767",1,,
OCESN-87745497-87335521,2576,OCESN039730R0200218568,"39730",0,,
OCESN-87745497-87745646,747,OCESN049908R0300318414,"49908",0,,
OCESN-87335521-87747493,2599,OCESN049771R0200218415,"49771",1,,
OCESN-87335521-87747493,2599,OCESN049772R0200218438,"49772",0,,
OCESN-87745679-87335521,1743,OCESN039785R0200218424,"39785",1,,
OCESN-87745679-87335521,1743,OCESN039710R0200218436,"39710",0,,
OCESN-87726471-87698662,65,OCESN049593R0200218705,"49593",1,,
OCESN-87726471-87698662,34,OCESN049591R0200219630,"49591",1,,
OCESN-87726471-87698662,34,OCESN049597R0200218451,"49597",1,,
OCESN-87726471-87698662,34,OCESN049582R0200218641,"49582",0,,
OCESN-87726471-87698662,65,OCESN049594R0200218629,"49594",0,,
OCESN-87721860-87721423,65,OCESN039657R0200218464,"39657",1,,
OCESN-87721860-87721423,44,OCESN039689R0200218699,"39689",1,,
OCESN-87721860-87721423,34,OCESN039667R0200218605,"39667",1,,
OCESN-87721860-87721423,34,OCESN039651R0200218708,"39651",1,,
OCESN-87721860-87721423,34,OCESN039660R0200218582,"39660",0,,
OCESN-87721860-87721423,34,OCESN039666R0200218588,"39666",0,,
OCESN-87721423-87721175,2610,OCESN039611R0200218637,"39611",1,,
OCESN-87721423-87721175,34,OCESN039677R0200218797,"39677",1,,
OCESN-87721423-87721175,2608,OCESN039615R0200218638,"39615",1,,
OCESN-87721423-87721175,2608,OCESN039613R0200218544,"39613",1,,
OCESN-87721423-87721175,34,OCESN039673R0200218603,"39673",1,,
OCESN-87721423-87721175,2608,OCESN039617R0200218600,"39617",1,,
OCESN-87721423-87721175,2608,OCESN039619R0200218579,"39619",1,,
OCESN-87721423-87721175,34,OCESN039663R0200218599,"39663",1,,
OCESN-87721423-87721175,2605,OCESN039609R0200218658,"39609",1,,
OCESN-87721423-87721175,34,OCESN039675R0200218612,"39675",1,,
OCESN-87721423-87721175,2608,OCESN039618R0200218572,"39618",0,,
OCESN-87721423-87721175,2608,OCESN039616R0200218621,"39616",0,,
OCESN-87721423-87721175,2608,OCESN039612R0200218586,"39612",0,,
OCESN-87721423-87721175,2610,OCESN039610R0200218558,"39610",0,,
OCESN-87721423-87721175,34,OCESN039680R0200218635,"39680",0,,
OCESN-87721423-87721175,34,OCESN039658R0200218648,"39658",0,,
OCESN-87721423-87721175,2605,OCESN039608R0200218475,"39608",0,,
OCESN-87721423-87721175,34,OCESN039676R0200218583,"39676",0,,
OCESN-87721423-87721175,2608,OCESN039614R0200218614,"39614",0,,
OCESN-87721423-87721175,34,OCESN039678R0200218560,"39678",0,,
OCESN-87741280-87741181,1639,OCESN049965R0200218478,"49965",1,,
OCESN-87741280-87741181,1344,OCESN049962R0200218516,"49962",0,,
OCESN-87726448-87698662,65,OCESN049595R0200218518,"49595",1,,
OCESN-87726448-87698662,34,OCESN049588R0200218480,"49588",0,,
OCESN-87726448-87698662,65,OCESN049590R0200218656,"49590",0,,
OCE232739,3,OCESN039663R0100118596,"39663",1,,
OCE232739,3,OCESN039675R0100118610,"39675",1,,
OCE232739,3,OCESN039673R0100118598,"39673",1,,
OCE232739,3,OCESN039677R0100118807,"39677",1,,
OCE232739,3,OCESN039658R0100118655,"39658",0,,
OCE232739,3,OCESN039678R0100118561,"39678",0,,
OCE232739,3,OCESN039680R0100118640,"39680",0,,
OCE232739,3,OCESN039676R0100118578,"39676",0,,
OCE232739,3,OCESN039672R0100118536,"39672",0,,
OCESN-87721423-87698332,735,OCESN039621R0200218495,"39621",1,,
OCESN-87721423-87698332,34,OCESN039672R0200218543,"39672",0,,
OCESN-87734509-87698662,33,OCESN049583R0200218554,"49583",1,,
OCESN-87734509-87698662,33,OCESN049584R0200218498,"49584",0,,
OCESN-87723429-87697128,1396,OCESN039807R0200218523,"39807",1,,
OCESN-87742320-87741223,486,OCESN049968R0200218534,"49968",0,,
OCESN-87742320-87741223,830,OCESN049970R0200218527,"49970",0,,
OCESN-87726471-87734509,34,OCESN049581R0200218659,"49581",1,,
OCESN-87726471-87734509,34,OCESN049598R0300318529,"49598",0,,
OCESN-87335521-87746479,2576,OCESN039726R0200218537,"39726",0,,
OCE156691,3,OCESN049869R0100118584,"49869",1,,
OCE156691,3,OCESN049864R0100118539,"49864",0,,
OCESN-87726877-87698662,196,OCESN049869R0200218573,"49869",1,,
OCESN-87726877-87698662,196,OCESN049864R0200218541,"49864",0,,
OCESN-87721423-87484584,34,OCESN039653R0200218622,"39653",1,,
OCESN-87721423-87484584,65,OCESN039661R0200218701,"39661",1,,
OCESN-87721423-87484584,65,OCESN039652R0200218594,"39652",0,,
OCESN-87721423-87484584,57,OCESN039668R0200218569,"39668",0,,
OCESN-87721423-87484584,44,OCESN039670R0200218663,"39670",0,,
OCESN-87721423-87484584,100,OCESN039656R0200218617,"39656",0,,
OCESN-87721423-87484584,34,OCESN039664R0200218542,"39664",0,,
OCESN-87698290-87721423,65,OCESN039671R0200218550,"39671",1,,
OCESN-87698290-87721423,65,OCESN039659R0200218643,"39659",1,,
OCESN-87698290-87721423,65,OCESN039662R0200218627,"39662",0,,
OCESN-87698290-87721423,34,OCESN039650R0200218609,"39650",0,,
OCESN-87741249-87742320,728,OCESN049969R0200218552,"49969",1,,
OCESN-87698662-87734475,34,OCESN049599R0200218559,"49599",1,,
OCESN-87698662-87734475,34,OCESN049592R0200218679,"49592",0,,
OCESN-87741009-87741280,34,OCESN049844R0300318563,"49844",0,,
OCESN-87734004-87698662,1396,OCESN039681R0200218577,"39681",1,,
OCESN-87734004-87698662,44,OCESN039683R0200218619,"39683",1,,
OCESN-87734004-87698662,1396,OCESN039682R0200218667,"39682",0,,
OCESN-87698340-87721605,65,OCESN049695R0200218631,"49695",1,,
OCESN-87698340-87721605,65,OCESN049693R0200218590,"49693",1,,
OCESN-87698340-87721605,65,OCESN049697R0200218647,"49697",1,,
OCESN-87698340-87721605,34,OCESN049691R0200218673,"49691",1,,
OCE168688,12,OCESN049695R0100118626,"49695",1,,
OCE168688,12,OCESN049697R0100118645,"49697",1,,
OCE168688,3,OCESN049691R0100118671,"49691",1,,
OCE168688,12,OCESN049693R0100118595,"49693",1,,
OCE168688,12,OCESN049696R0100118725,"49696",0,,
OCE168688,12,OCESN049692R0100118706,"49692",0,,
OCE168688,12,OCESN049694R0100118591,"49694",0,,
OCESN-87698332-87721605,65,OCESN049696R0200218728,"49696",0,,
OCESN-87698332-87721605,65,OCESN049692R0200218704,"49692",0,,
OCESN-87698332-87721605,65,OCESN049694R0200218593,"49694",0,,
OCE156701,12,OCESN039641R0100118601,"39641",1,,
OCE156701,12,OCESN039640R0100118646,"39640",0,,
OCESN-87697128-87698639,65,OCESN039641R0200218602,"39641",1,,
OCESN-87697128-87698639,65,OCESN039640R0200218644,"39640",0,,
OCESN-87697128-87725689,1002,OCESN457317R0100120844,"457317",1,,
OCESN-87697128-87725689,1002,OCESN457315R0100120838,"457315",1,,
OCESN-87697128-87725689,1002,OCESN457331R0100120800,"457331",1,,
OCESN-87697128-87725689,1002,OCESN457305R0100120777,"457305",1,,
OCESN-87697128-87725689,1002,OCESN457313R0100120785,"457313",1,,
OCESN-87697128-87725689,1002,OCESN457329R0100120854,"457329",1,,
OCESN-87697128-87725689,1002,OCESN457327R0100120793,"457327",1,,
OCESN-87697128-87725689,1002,OCESN457321R0100120786,"457321",1,,
OCESN-87697128-87725689,1002,OCESN457319R0100120855,"457319",1,,
OCESN-87697128-87725689,1002,OCESN457311R0100120827,"457311",1,,
OCESN-87697128-87725689,1002,OCESN457307R0100120864,"457307",1,,
OCESN-87697128-87725689,1002,OCESN457301R0100120857,"457301",1,,
OCESN-87697128-87725689,1002,OCESN457303R0100120831,"457303",1,,
OCESN-87697128-87725689,34,OCESN039991R0200218606,"39991",1,,
OCESN-87697128-87725689,1002,OCESN457309R0100120779,"457309",1,,
OCESN-87697128-87725689,1002,OCESN457323R0100120782,"457323",1,,
OCESN-87697128-87725689,1002,OCESN462306R0100120880,"462306",0,,
OCESN-87697128-87725689,1002,OCESN462318R0100120891,"462318",0,,
OCESN-87697128-87725689,1002,OCESN457308R0100120894,"457308",0,,
OCESN-87697128-87725689,1002,OCESN457314R0100120896,"457314",0,,
OCESN-87697128-87725689,1002,OCESN462326R0100120906,"462326",0,,
OCESN-87697128-87725689,1002,OCESN457306R0100120884,"457306",0,,
OCESN-87697128-87725689,1002,OCESN457324R0100120883,"457324",0,,
OCESN-87697128-87725689,1002,OCESN457312R0100120885,"457312",0,,
OCESN-87697128-87725689,1002,OCESN457300R0100120888,"457300",0,,
OCESN-87697128-87725689,1002,OCESN457310R0100120873,"457310",0,,
OCESN-87697128-87725689,1002,OCESN457322R0100120890,"457322",0,,
OCESN-87697128-87725689,1002,OCESN462316R0100120910,"462316",0,,
OCESN-87697128-87725689,1002,OCESN457328R0100120918,"457328",0,,
OCESN-87697128-87725689,1002,OCESN457326R0100120887,"457326",0,,
OCESN-87697128-87725689,1002,OCESN457318R0100120869,"457318",0,,
OCESN-87697128-87725689,1002,OCESN457302R0100120917,"457302",0,,
OCESN-87697128-87725689,1002,OCESN457304R0100120902,"457304",0,,
OCESN-87697128-87725689,1002,OCESN457316R0100120919,"457316",0,,
OCESN-87697128-87725689,1002,OCESN462322R0100120900,"462322",0,,
OCESN-87697128-87725689,1002,OCESN457320R0100120922,"457320",0,,
OCE232738,3,OCESN039991R0100118607,"39991",1,,
OCESN-87726448-87734509,34,OCESN049596R0200218618,"49596",0,,
OCESN-87409763-87721423,34,OCESN039655R0200218625,"39655",1,,
OCESN-87696013-87725689,884,OCESN049625R0200218678,"49625",1,,
OCESN-87696013-87725689,34,OCESN049619R0200218714,"49619",1,,
OCESN-87696013-87725689,884,OCESN049613R0200218717,"49613",1,,
OCESN-87696013-87725689,65,OCESN049623R0200218718,"49623",1,,
OCESN-87696013-87725689,34,OCESN049629R0200218676,"49629",1,,
OCESN-87696013-87725689,735,OCESN049611R0200218700,"49611",1,,
OCESN-87696013-87725689,884,OCESN049631R0200218654,"49631",1,,
OCESN-87696013-87725689,735,OCESN049633R0200218666,"49633",1,,
OCESN-87696013-87725689,884,OCESN049627R0200218690,"49627",1,,
OCESN-87696013-87725689,65,OCESN049617R0200218775,"49617",1,,
OCESN-87696013-87725689,735,OCESN049621R0200218768,"49621",1,,
OCESN-87696013-87725689,735,OCESN049620R0200218674,"49620",0,,
OCESN-87696013-87725689,884,OCESN049624R0200218889,"49624",0,,
OCESN-87696013-87725689,65,OCESN049622R0200218724,"49622",0,,
OCESN-87696013-87725689,65,OCESN049616R0200218839,"49616",0,,
OCESN-87696013-87725689,34,OCESN049618R0200218695,"49618",0,,
OCESN-87696013-87725689,735,OCESN049630R0200218710,"49630",0,,
OCESN-87696013-87725689,884,OCESN049632R0200218670,"49632",0,,
OCESN-87696013-87725689,735,OCESN049626R0200218650,"49626",0,,
OCESN-87696013-87725689,65,OCESN049614R0200218683,"49614",0,,
OCESN-87696013-87725689,34,OCESN049612R0200218682,"49612",0,,
OCE156693,896,OCESN049625R0100118680,"49625",1,,
OCE156693,3,OCESN049619R0100118715,"49619",1,,
OCE156693,896,OCESN049627R0100118686,"49627",1,,
OCE156693,896,OCESN049631R0100118653,"49631",1,,
OCE156693,12,OCESN049617R0100118784,"49617",1,,
OCE156693,12,OCESN049623R0100118721,"49623",1,,
OCE156693,3,OCESN049629R0100118672,"49629",1,,
OCE156693,896,OCESN049613R0100118726,"49613",1,,
OCE156693,3,OCESN049615R0100118661,"49615",1,,
OCE156693,3,OCESN049610R0100118811,"49610",0,,
OCE156693,12,OCESN049614R0100118685,"49614",0,,
OCE156693,3,OCESN049618R0100118694,"49618",0,,
OCE156693,12,OCESN049616R0100118837,"49616",0,,
OCE156693,896,OCESN049632R0100118668,"49632",0,,
OCE156693,12,OCESN049622R0100118720,"49622",0,,
OCE156693,896,OCESN049624R0100118886,"49624",0,,
OCE156693,3,OCESN049628R0100118689,"49628",0,,
OCE156693,3,OCESN049612R0100118681,"49612",0,,
OCE629127,403,OCESN049927R0100118793,"49927",1,,
OCE629127,403,OCESN049931R0100118836,"49931",1,,
OCE629127,403,OCESN049921R0100118949,"49921",1,,
OCE629127,403,OCESN049913R0100118711,"49913",1,,
OCE629127,3,OCESN049915R0100119076,"49915",1,,
OCE629127,403,OCESN049923R0100118754,"49923",1,,
OCE629127,3,OCESN049919R0100119021,"49919",1,,
OCE629127,3,OCESN049925R0100118944,"49925",1,,
OCE629127,3,OCESN049911R0100118898,"49911",1,,
OCE629127,3,OCESN049929R0100118692,"49929",1,,
OCE629127,403,OCESN049917R0100118751,"49917",1,,
OCE629127,3,OCESN049933R0100118992,"49933",1,,
