,,Name,Status,Date,Link,Coords
Bourges,1,Église Saint-Bonnet,Classé,1910,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Bonnet_de_Bourges,"(47.08619, 2.39978)"
Bourges,2,Église Saint-Pierre-le-Guillard,Classé,1929,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre-le-Guillard_de_Bourges,"(47.08228, 2.39269)"
Bourges,3,Hôtel Cujas,Classé,1862,https://fr.wikipedia.org/wiki/H%C3%B4tel_Cujas,"(47.0855, 2.39331)"
Bourges,4,Hôtel des Échevins,Classé,1886,https://fr.wikipedia.org/wiki/H%C3%B4tel_des_%C3%89chevins,"(47.086, 2.39628)"
Bourges,5,"Hôtel Lallemant,musée des arts décoratifs",Classé,1840,https://fr.wikipedia.org/wiki/H%C3%B4tel_Lallemant,"(47.08507, 2.39834)"
Bourges,6,Hôtel de préfecture du Cher,Classé,1895,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_pr%C3%A9fecture_du_Cher,"(47.08111, 2.39528)"
Bourges,7,Hôtel-Dieu,Classé,1946,https://fr.wikipedia.org/wiki/H%C3%B4tel-Dieu_de_Bourges,"(47.08667, 2.39036)"
Bourges,8,Palais Jacques-Cœur,Classé,1840,https://fr.wikipedia.org/wiki/Palais_Jacques-C%C5%93ur,"(47.08444, 2.39378)"
Bourges,9,Rempart gallo-romain,"Classé,Classé,Classé,Classé,Inscrit","1886,1914,1935,1964,1996",https://fr.wikipedia.org/wiki/Rempart_gallo-romain_de_Bourges,"(47.08303, 2.39961)"
Briançon,0,Communication Y,"Classé,Inscrit","1989,1989",https://fr.wikipedia.org/wiki/Communication_Y,"(44.8921, 6.6514)"
Briançon,1,Église Notre-Dame-et-Saint-Nicolas de Briançon,Classé,1931,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-et-Saint-Nicolas_de_Brian%C3%A7on,"(44.9003, 6.6427)"
Briançon,2,Fort Dauphin,Classé,2007,https://fr.wikipedia.org/wiki/Fort_Dauphin_(Brian%C3%A7on),"(44.8982, 6.6577)"
Briançon,3,Fort du Randouillet,"Classé,Inscrit","1989,1989",https://fr.wikipedia.org/wiki/Fort_du_Randouillet,"(44.8888, 6.6522)"
Briançon,4,Fort des Salettes,"Classé,Inscrit","1989,1989",https://fr.wikipedia.org/wiki/Fort_des_Salettes,"(44.9049, 6.6518)"
Briançon,5,Fort des Têtes,"Classé,Inscrit","1989,1989",https://fr.wikipedia.org/wiki/Fort_des_T%C3%AAtes,"(44.8953, 6.6511)"
Briançon,6,Pont d'Asfeld,Classé,1988,https://fr.wikipedia.org/wiki/Pont_d%27Asfeld,"(44.8988, 6.6473)"
Brive-la-Gaillarde,0,Collégiale Saint-Martin,Classé,1862,https://fr.wikipedia.org/wiki/Coll%C3%A9giale_Saint-Martin_de_Brive,"(45.15863734, 1.53291659)"
Brive-la-Gaillarde,1,"Musée Labenche,Hôtel Labenche,puis petit séminaire,actuellement musée municipal d'Art et d'Histoire",Classé,1886,https://fr.wikipedia.org/wiki/Mus%C3%A9e_Labenche,"(45.15827952, 1.53544885)"
Brive-la-Gaillarde,2,Maison dite Tour des Échevins,Classé,1889,https://fr.wikipedia.org/wiki/Maison_dite_Tour_des_%C3%89chevins,"(45.15839762, 1.53289535)"
Béziers,0,Basilique Saint-Aphrodise,Classé,1983,https://fr.wikipedia.org/wiki/Basilique_Saint-Aphrodise_de_B%C3%A9ziers,"(43.346992, 3.214992)"
Béziers,1,Cathédrale Saint-Nazaire,Classé,1840,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Nazaire_de_B%C3%A9ziers,"(43.34139, 3.21)"
Béziers,2,Écluses de Fonserannes,Classé,1996,https://fr.wikipedia.org/wiki/%C3%89cluses_de_Fonserannes,"(43.330556, 3.199722)"
Béziers,3,Église de la Madeleine,Classé,1987,https://fr.wikipedia.org/wiki/%C3%89glise_de_la_Madeleine_de_B%C3%A9ziers,"(43.344983, 3.213083)"
Béziers,4,Église Saint-Jacques,Classé,1967,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Jacques_de_B%C3%A9ziers,"(43.33775, 3.214037)"
Béziers,5,Plateau des poètes,Classé,1995,https://fr.wikipedia.org/wiki/Plateau_des_po%C3%A8tes_(B%C3%A9ziers),"(43.338203, 3.220336)"
Béziers,6,Pont Vieux,Classé,1963,https://fr.wikipedia.org/wiki/Pont_Vieux_de_B%C3%A9ziers,"(43.338319, 3.208433)"
Caen,0,"Ancienne,abbaye aux Hommes","Classé,Inscrit","1840-1911,1927-1928",https://fr.wikipedia.org/wiki/Abbaye_aux_Hommes,"(49.1818, -0.3731)"
Caen,1,Chapelle Sainte-Paix,Classé,1975,https://fr.wikipedia.org/wiki/Chapelle_Sainte-Paix,"(49.175475, -0.343001)"
Caen,2,Château de Caen,"Classé,Classé,Inscrit,Inscrit,Classé","1886,1913,1927,1946,1997",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Caen,"(49.186451, -0.3626883)"
Caen,3,Château d'eau de la Guérinière,"Inscrit,Classé","2010,2011",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27eau_de_la_Gu%C3%A9rini%C3%A8re,"(49.1619578, -0.3439933)"
Caen,4,"Ancienne,collégiale du Saint-Sépulcre",Classé,1934,https://fr.wikipedia.org/wiki/Coll%C3%A9giale_du_Saint-S%C3%A9pulcre_de_Caen,"(49.186483, -0.359067)"
Caen,5,Église Notre-Dame-de-la-Gloriette,Classé,1909,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-la-Gloriette,"(49.180536, -0.366687)"
Caen,6,"Ancienne,église Saint-Étienne-le-Vieux",Classé,1903,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-%C3%89tienne-le-Vieux,"(49.1812546, -0.3694153)"
Caen,7,"Ancienne,église Saint-Gilles,(ruines)",Classé,1862,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Gilles_de_Caen,"(49.1865912, -0.3547543)"
Caen,8,Église Saint-Jean,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Jean_de_Caen,"(49.18059, -0.357721)"
Caen,9,Église Saint-Julien,"Inscrit,Classé","2005,2007",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Julien_de_Caen,"(49.1895201, -0.3689251)"
Caen,10,Église Saint-Michel de Vaucelles,"Classé,Inscrit","1886,1970",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Michel_de_Vaucelles,"(49.173931, -0.355255)"
Caen,11,"Ancienne,église Saint-Nicolas",Classé,1913,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Nicolas_de_Caen,"(49.183856, -0.375065)"
Caen,12,Église Saint-Pierre,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre_de_Caen,"(49.1840211, -0.3609046)"
Caen,13,"Église Saint-Sauveur,(anciennement église Notre-Dame-de-Froide-Rue)",Classé,1889,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Sauveur_de_Caen,"(49.183039, -0.364771)"
Caen,14,"Ancienne,église du Vieux Saint-Sauveur",Classé,1951,https://fr.wikipedia.org/wiki/%C3%89glise_du_Vieux_Saint-Sauveur_de_Caen,"(49.183327, -0.367806)"
Caen,15,Hôtel de Blangy,"Inscrit,Classé","2002,2003",https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Blangy,"(49.1821873, -0.358268)"
Caen,16,Hôtel d'Escoville,Classé,1862,https://fr.wikipedia.org/wiki/H%C3%B4tel_d%27Escoville,"(49.1836302, -0.3613687)"
Caen,17,"Hôtel de Mondrainville,(ou de la Monnaie)",Classé,1889,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Mondrainville,"(49.1838125, -0.3649762)"
Caen,18,Maison des Quatrans,"Classé,Classé","1862,1953",https://fr.wikipedia.org/wiki/Maison_des_Quatrans,"(49.1847066, -0.362573)"
Caen,19,Hôtel de Than,"Classé,Inscrit,Classé","1862,1927,1930",https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Than,"(49.1829307, -0.3612667)"
Caen,20,Hôtel de préfecture du Calvados,Classé,1963-1986,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_pr%C3%A9fecture_du_Calvados,"(49.1800097, -0.3650701)"
Caen,21,"Immeuble,(,musée de la Poste et des Télécommunications,)","Classé,Inscrit,Classé","1862,1927,1946",https://fr.wikipedia.org/wiki/Immeuble_du_52_rue_Saint-Pierre_%C3%A0_Caen,"(49.1833637, -0.3635681)"
Caen,22,Immeuble du 54 rue Saint-Pierre à Caen,"Classé,Inscrit,Classé","1862,1927,1946",https://fr.wikipedia.org/wiki/Immeuble_du_54_rue_Saint-Pierre_%C3%A0_Caen,"(49.1833269, -0.3636137)"
Caen,23,Maison des Gens d'Armes,Classé,1862,https://fr.wikipedia.org/wiki/Manoir_des_Gens_d%27armes,"(49.185322, -0.3422391)"
Caen,24,Maison de Jean Macé,"Classé,Inscrit",2007,https://fr.wikipedia.org/wiki/Maison_de_Jean_Mac%C3%A9,"(49.1833935, -0.3648475)"
Caen,25,Monastère des Bénédictines,"Classé,Inscrit",2005,https://fr.wikipedia.org/wiki/Monast%C3%A8re_des_B%C3%A9n%C3%A9dictines_de_Caen,"(49.2103013, -0.37449)"
Caen,26,"Université de Caen (,Campus 1,)",Classé,2012,https://fr.wikipedia.org/wiki/Campus_1_de_Caen,"(49.190728, -0.364686)"
Cahors,0,Arc de Diane,"Classé,Classé","1886,1955",https://fr.wikipedia.org/wiki/Arc_de_Diane,"(44.4511, 1.4371)"
Cahors,1,Bibliothèque municipale,"Inscrit,Classé","1999,1999",https://fr.wikipedia.org/wiki/Biblioth%C3%A8que_municipale_de_Cahors,"(44.4458, 1.4408)"
Cahors,2,Cathédrale Saint-Étienne,Classé,1862,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Cahors,"(44.4472, 1.4431)"
Cahors,3,Église Saint-Barthélémy,Classé,1933,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Barth%C3%A9l%C3%A9my_de_Cahors,"(44.4521, 1.4405)"
Cahors,4,Église Saint-Urcisse,Classé,1988,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Urcisse_de_Cahors,"(44.4462, 1.4448)"
Cahors,5,Lycée Gambetta,"Classé,Inscrit","1891,2016",https://fr.wikipedia.org/wiki/Lyc%C3%A9e_Gambetta_(Cahors),"(44.4459, 1.4398)"
Cahors,6,"Palais Duèze,dit Tour Jean XXII",Classé,1886,https://fr.wikipedia.org/wiki/Palais_Du%C3%A8ze,"(44.4518, 1.4403)"
Cahors,7,"Palais de Via,Château du roi","Classé,Inscrit,Inscrit","1922,1925,1996",https://fr.wikipedia.org/wiki/Palais_de_Via,"(44.4499, 1.4421)"
Cahors,8,Pont Valentré,Classé,1840,https://fr.wikipedia.org/wiki/Pont_Valentr%C3%A9,"(44.4451, 1.4317)"
Cambrai,0,Béguinages Saint-Vaast et Saint-Nicolas,Classé,1949,https://fr.wikipedia.org/wiki/B%C3%A9guinages_Saint-Vaast_et_Saint-Nicolas,"(50.1797, 3.2322)"
Cambrai,1,Cathédrale Notre-Dame de Grâce,Classé,1906,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Gr%C3%A2ce_de_Cambrai,"(50.1722, 3.2333)"
Cambrai,2,Collège des Jésuites,"Classé,Inscrit,Classé,Classé,Inscrit","1920,1927,1928,1930,2012",https://fr.wikipedia.org/wiki/Chapelle_des_J%C3%A9suites_de_Cambrai,"(50.1728, 3.2308)"
Cambrai,3,Château de Selles,Classé,1981,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Selles,"(50.1817, 3.2313)"
Cambrai,4,Citadelle,Classé,1932,https://fr.wikipedia.org/wiki/Citadelle_de_Cambrai,"(50.1723, 3.2411)"
Cambrai,5,Église Saint-Géry,Classé,1919,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-G%C3%A9ry_de_Cambrai,"(50.1764, 3.2311)"
Cambrai,6,Porte Notre-Dame,Classé,1914,https://fr.wikipedia.org/wiki/Porte_Notre-Dame_(Cambrai),"(50.1778, 3.2367)"
Cambrai,7,Porte de Paris,Classé,1942,https://fr.wikipedia.org/wiki/Porte_de_Paris_(Cambrai),"(50.1711, 3.2317)"
Cambrai,8,Tour des Arquets,Classé,1942,https://fr.wikipedia.org/wiki/Tour_des_Arquets,"(50.1745, 3.2228)"
Carcassonne,0,Cathédrale Saint-Michel,"Classé,Classé","1886,1926",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Michel_de_Carcassonne,"(43.210833, 2.351111)"
Carcassonne,1,Cité Médiévale,"Classé,Classé,Classé","1862,1926,1942",https://fr.wikipedia.org/wiki/Cit%C3%A9_de_Carcassonne,"(43.20667, 2.36361)"
Carcassonne,2,Église Saint-Nazaire,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Nazaire_de_Carcassonne,"(43.20522, 2.36291)"
Carcassonne,3,Pont-Vieux,Classé,1926,https://fr.wikipedia.org/wiki/Pont-Vieux_de_Carcassonne,"(43.210184, 2.358945)"
Carnac,0,"Alignement,et,dolmen de Kerlescan",Classé,1889,https://fr.wikipedia.org/wiki/Alignement_de_Kerlescan,"(47.604367, -3.049853)"
Carnac,1,"Alignement,et,dolmen de Kermario",Classé,1889,https://fr.wikipedia.org/wiki/Alignement_de_Kermario,"(47.598056, -3.062222)"
Carnac,2,Alignement du Ménec,Classé,1889,https://fr.wikipedia.org/wiki/Alignement_du_M%C3%A9nec,"(47.593333, -3.079722)"
Carnac,3,Alignement de Crucuny,Classé,1940,https://fr.wikipedia.org/wiki/Alignement_de_Crucuny,"(47.618472, -3.080538)"
Carnac,4,Dolmen de Beaumer,Classé,1929,https://fr.wikipedia.org/wiki/Dolmen_de_Beaumer,"(47.58117, -3.05724)"
Carnac,5,Dolmen de Cruz-Menquen,Classé,1929,https://fr.wikipedia.org/wiki/Dolmen_de_Cruz-Menquen,"(47.58838, -3.08051)"
Carnac,6,Dolmen d'Er-Roch-Vras,Classé,1929,https://fr.wikipedia.org/wiki/Dolmen_d%27Er-Roch-Vras,"(47.63436, -3.08607)"
Carnac,7,Dolmen de Kluder-Yer,Classé,1889,https://fr.wikipedia.org/wiki/Dolmen_de_Kluder-Yer,"(47.61912, -3.08261)"
Carnac,8,Dolmen de Mané-Brisil,Classé,1926,https://fr.wikipedia.org/wiki/Dolmen_de_Man%C3%A9-Brisil,"(47.61789, -3.06475)"
Carnac,9,Dolmen de Roch-Feutet,Classé,1889,https://fr.wikipedia.org/wiki/Dolmen_de_Roch-Feutet,"(47.619592, -3.0526093)"
Carnac,10,Dolmens de Kériaval,Classé,1889,https://fr.wikipedia.org/wiki/Dolmens_de_K%C3%A9riaval,"(47.61538, -3.0836)"
Carnac,11,"Église Saint-Cornély de Carnac,y compris les lambris peints",Classé,1960,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Corn%C3%A9ly_de_Carnac,"(47.583331, -3.078867)"
Carnac,12,Fontaine Saint-Colomban,Classé,1978,https://fr.wikipedia.org/wiki/Fontaine_Saint-Colomban_(Carnac),"(47.573722, -3.091444)"
Carnac,13,Menhir du Bourg de Carnac,Classé,1889,https://fr.wikipedia.org/wiki/Menhir_du_Bourg_de_Carnac,"(47.58481, -3.08175)"
Carnac,14,Menhir de Kergo,Classé,1889,https://fr.wikipedia.org/wiki/Menhir_de_Kergo,"(47.629042, -3.067144)"
Carnac,15,Menhir de Kerluhir,Classé,1889,https://fr.wikipedia.org/wiki/Menhir_de_Kerluhir,"(47.59039, -3.06615)"
Carnac,16,Menhir du Moustoir,Classé,1926,https://fr.wikipedia.org/wiki/Menhir_du_Moustoir_(Carnac),"(47.611861, -3.061222)"
Carnac,17,Menhirs de Kerderff,Classé,1886,https://fr.wikipedia.org/wiki/Menhirs_de_Kerderff,"(47.593972, -3.091944)"
Carnac,18,Premier dolmen à galerie avec la base de son tumulus,Classé,1931,https://fr.wikipedia.org/wiki/Dolmen_de_K%C3%A9ric-la-Lande,"(47.63485, -3.08612)"
Carnac,19,Alignement de Kerloquet,Classé,1939,https://fr.wikipedia.org/wiki/Alignement_de_Kerloquet,"(47.60099, -3.0563)"
Carnac,20,"Cromlech nord de Kerlescan,,,Cromlech sud de Kerlescan",Classé,1928 & 1929,https://fr.wikipedia.org/wiki/Cromlech_nord_de_Kerlescan,"(47.60661, -3.05204)"
Carnac,21,Restes de cromlech,Classé,1926,https://fr.wikipedia.org/wiki/Cromlech_de_Crucuny,"(47.61618, -3.07411)"
Carnac,22,Sépulture circulaire dite de Toul-Prieu,Classé,1929,https://fr.wikipedia.org/wiki/S%C3%A9pulture_circulaire_dite_de_Toul-Prieu,"(47.6190891, -3.0561016)"
Carnac,23,"Tertre tumulaire,et les trois menhirs couchés",Classé,1938,https://fr.wikipedia.org/wiki/Tumulus_de_Man%C3%A9-Klud-er-Yer,"(47.619083, -3.082778)"
Carnac,24,"Tertre tumulaire,et,menhir debout",Classé,1931,https://fr.wikipedia.org/wiki/Tumulus_de_Kerlescan,"(47.60508, -3.05088)"
Carnac,25,Tumulus de Crucuny,Classé,1900,https://fr.wikipedia.org/wiki/Tumulus_de_Crucuny,"(47.61881, -3.07411)"
Carnac,26,Tumulus de Kercado,Classé,1923,https://fr.wikipedia.org/wiki/Tumulus_de_Kercado,"(47.59561, -3.05427)"
Carnac,27,Tumulus à trois dolmens de Mané-Kérioned,Classé,1889,https://fr.wikipedia.org/wiki/Tumulus_%C3%A0_trois_dolmens_de_Man%C3%A9-K%C3%A9rioned,"(47.615, -3.08639)"
Carnac,28,"Tumulus,,,quadrilatère,et,menhir,du Manio",Classé,1900,https://fr.wikipedia.org/wiki/Tumulus_du_Manio,"(47.60367, -3.05598)"
Carnac,29,Tumulus du Mont-Saint-Michel,Classé,1889,https://fr.wikipedia.org/wiki/Tumulus_Saint-Michel,"(47.58779, -3.07341)"
Carnac,30,Tumulus du Moustoir,Classé,1889,https://fr.wikipedia.org/wiki/Tumulus_du_Moustoir_(Carnac),"(47.612222, -3.060556)"
Cayenne,0,Ancienne douane,Classé,1992,https://fr.wikipedia.org/wiki/Ancienne_douane_(Cayenne),"(4.935536, -52.33677)"
Cayenne,1,Cathédrale Saint-Sauveur de Cayenne,"Inscrit,Classé","1992,1999",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Sauveur_de_Cayenne,"(4.9388, -52.33148)"
Cayenne,2,Chapelle de l'île Royale,"Classé,Classé","1979,2000",https://fr.wikipedia.org/wiki/Chapelle_de_l%27%C3%AEle_Royale,"(5.283250898132, -52.583076953888)"
Cayenne,3,Hôpital de l'île Royale,"Classé,Classé","1980,2000",https://fr.wikipedia.org/wiki/H%C3%B4pital_de_l%27%C3%AEle_Royale,"(5.283250898132, -52.583076953888)"
Cayenne,4,Hôpital Jean-Martial,Classé,"2013,[,1,]",https://fr.wikipedia.org/wiki/H%C3%B4pital_Jean-Martial,"(4.9405938, -52.3311249)"
Cayenne,5,Maison d'Alfred Dreyfus,"Classé,Classé","1987,2000",https://fr.wikipedia.org/wiki/Maison_d%27Alfred_Dreyfus,"(5.2833323579559, -52.583331093192)"
Cayenne,6,Maison Thémire,Classé,1994,https://fr.wikipedia.org/wiki/Maison_Th%C3%A9mire,"(4.937115, -52.334069)"
Cayenne,7,Place Léopold-Héder,Classé,1999,https://fr.wikipedia.org/wiki/Place_L%C3%A9opold-H%C3%A9der,"(4.937959, -52.335595)"
Cayenne,8,Place des Palmistes,Classé,1999,https://fr.wikipedia.org/wiki/Place_des_Palmistes,"(4.9382, -52.3337)"
Cayenne,9,Statue de Victor Schœlcher,Classé,1999,https://fr.wikipedia.org/wiki/Statue_de_Victor_Sch%C5%93lcher_(Cayenne),"(4.936228, -52.335112)"
Chalon-sur-Saône,0,Cathédrale Saint-Vincent,"Classé,Classé","1903,1991",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Vincent_de_Chalon-sur-Sa%C3%B4ne,"(46.7825, 4.85917)"
Chalon-sur-Saône,1,Chapelle de la Colombière,Classé,1996,https://fr.wikipedia.org/wiki/Chapelle_de_la_Colombi%C3%A8re,"(46.78459, 4.84819)"
Chalon-sur-Saône,2,Cloître capitulaire de Saint-Vincent,Classé,1928,https://fr.wikipedia.org/wiki/Clo%C3%AEtre_capitulaire_de_Saint-Vincent,"(46.782294, 4.859288)"
Chalon-sur-Saône,3,Hôtel Denon,"Inscrit,Classé","2000,2010",https://fr.wikipedia.org/wiki/H%C3%B4tel_Denon,"(46.782127, 4.854589)"
Chalon-sur-Saône,4,Remparts,Classé,1937,https://fr.wikipedia.org/wiki/Remparts_de_Chalon-sur-Sa%C3%B4ne,"(46.78777, 4.85224)"
Chalon-sur-Saône,5,Tour du Beffroi,Classé,1923,https://fr.wikipedia.org/wiki/Tour_du_Beffroi_(Chalon-sur-Sa%C3%B4ne),"(46.781544, 4.855777)"
Chambéry,0,Cathédrale Saint-François-de-Sales,Classé,1906,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Fran%C3%A7ois-de-Sales_de_Chamb%C3%A9ry,"(45.56523, 5.92299)"
Chambéry,1,Les Charmettes,Classé,1905,https://fr.wikipedia.org/wiki/Les_Charmettes,"(45.55324, 5.92969)"
Chambéry,2,Château des ducs de Savoie,"Classé,Classé,Classé","1881,1900,1960",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_des_ducs_de_Savoie,"(45.56445, 5.91774)"
Chambéry,3,Église de Lémenc,"Classé,Inscrit","1900,1966",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre_de_L%C3%A9menc,"(45.572502, 5.924461)"
Chambéry,4,Église Notre-Dame,Classé,1996,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame_de_Chamb%C3%A9ry,"(45.56757, 5.92071)"
Chambéry,5,Fontaine des éléphants,Classé,1982,https://fr.wikipedia.org/wiki/Fontaine_des_%C3%A9l%C3%A9phants,"(45.5666, 5.92288)"
Chambéry,6,Lycée Vaugelas,"Classé,Inscrit","1950,1995",https://fr.wikipedia.org/wiki/Lyc%C3%A9e_Vaugelas,"(45.56747, 5.91803)"
Chambéry,7,"Musée savoisien,ancien palais archiépiscopal",Classé,1911,https://fr.wikipedia.org/wiki/Mus%C3%A9e_savoisien,"(45.56541, 5.92272)"
Chambéry,8,Théâtre Charles Dullin,"Inscrit,Classé","1984,1986",https://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_Charles_Dullin,"(45.56518, 5.92413)"
Charleville-Mézières,0,Basilique Notre-Dame d'Espérance,Classé,1910,https://fr.wikipedia.org/wiki/Basilique_Notre-Dame_d%27Esp%C3%A9rance_(Charleville-M%C3%A9zi%C3%A8res),"(49.7613, 4.716)"
Charleville-Mézières,1,Église Saint-Lié de Mohon,Classé,1911,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Li%C3%A9_de_Mohon,"(49.73944, 4.751195)"
Charleville-Mézières,2,Immeuble,"Classé,Inscrit","1944,1980",https://fr.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Ardenne,"(49.772986, 4.72135)"
Charleville-Mézières,3,Place Ducale,Classé,1936,https://fr.wikipedia.org/wiki/Place_Ducale,"(49.773546, 4.720806)"
Charleville-Mézières,4,"Vieux moulin,actuel,musée Rimbaud",Classé,1981,https://fr.wikipedia.org/wiki/Vieux_moulin_(Charleville-M%C3%A9zi%C3%A8res),"(49.775706, 4.722034)"
Chartres,0,"Abbaye de Saint-Père-en-Vallée,(actuelle annexe du,lycée Marceau,)","Classé,Inscrit","1916,1929",https://fr.wikipedia.org/wiki/Abbaye_Saint-P%C3%A8re-en-Vall%C3%A9e,"(48.443504, 1.49273)"
Chartres,1,Cathédrale Notre-Dame,Classé,1862,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres,"(48.44722, 1.487417)"
Chartres,2,Cellier de Loëns,Classé,1862,https://fr.wikipedia.org/wiki/Cellier_de_Lo%C3%ABns,"(48.44799, 1.486558)"
Chartres,3,Collégiale Saint-André,Classé,1840,https://fr.wikipedia.org/wiki/Coll%C3%A9giale_Saint-Andr%C3%A9_de_Chartres,"(48.450226, 1.48986)"
Chartres,4,Église Saint-Aignan,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Aignan_de_Chartres,"(48.444789, 1.490477)"
Chartres,5,Église Sainte-Foy,Classé,1937,https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-Foy_de_Chartres,"(48.445922, 1.48472)"
Chartres,6,"Église Saint-Martin-au-Val,(dans l',hôpital Saint-Brice,)",Classé,1886,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Martin-au-Val,"(48.43759, 1.494275)"
Chartres,7,Église Saint-Pierre,Classé,1840,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Pierre_de_Chartres,"(48.443807, 1.492671)"
Chartres,8,Hôtel Montescot,Classé,1939,https://fr.wikipedia.org/wiki/H%C3%B4tel_Montescot,"(48.443962, 1.489087)"
Chartres,9,"Maison canoniale,(,XIII,e,siècle -,Henri III,)",Classé,1911,https://fr.wikipedia.org/wiki/Henri_III_(roi_de_France),"(48.447369, 1.486861)"
Chartres,10,Maison du Médecin Huvé,Classé,1862,https://fr.wikipedia.org/wiki/Maison_du_M%C3%A9decin_Huv%C3%A9,"(48.445616, 1.486319)"
Chartres,11,"Maison Picassiette,Aujourd'hui, musée Picassiette,Label « Patrimoine du XX,e,siècle »",Classé,1983,https://fr.wikipedia.org/wiki/Maison_Picassiette,"(48.442111, 1.506842)"
Chartres,12,"Maison du Saumon,(Office du Tourisme)",Classé,1928,https://fr.wikipedia.org/wiki/Maison_du_Saumon,"(48.446824, 1.489334)"
Chartres,13,Maison de la Voûte,Classé,1966,https://fr.wikipedia.org/wiki/Maison_de_la_Vo%C3%BBte,"(48.445506, 1.486735)"
Chartres,14,"Palais épiscopal,et ses jardins,(actuel,musée des beaux-arts,)",Classé,"1906,1941",https://fr.wikipedia.org/wiki/Chartres#Le_palais_.C3.A9piscopal,"(48.448886, 1.487821)"
Chartres,15,Porte Guillaume,Classé,1911,https://fr.wikipedia.org/wiki/Porte_Guillaume_(Chartres),"(48.446958, 1.493255)"
Chaumont,0,Basilique Saint-Jean-Baptiste,Classé,1862,https://fr.wikipedia.org/wiki/Basilique_Saint-Jean-Baptiste_de_Chaumont,"(48.1125, 5.1383)"
Chaumont,1,"Collège des Jésuites,chapelle",Classé,1840,https://fr.wikipedia.org/wiki/Coll%C3%A8ge_des_J%C3%A9suites_de_Chaumont,"(48.1126, 5.1413)"
Chinon,0,Collégiale Saint-Mexme,Classé,1840,https://fr.wikipedia.org/wiki/Coll%C3%A9giale_Saint-Mexme_de_Chinon,"(47.168035, 0.24526)"
Chinon,1,Chapelle Sainte-Radegonde,Classé,1967,https://fr.wikipedia.org/wiki/Chapelle_Sainte-Radegonde_de_Chinon,"(47.168459, 0.253702)"
Chinon,2,Château de Chinon,"Classé,Classé","1840,1926",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Chinon,"(47.1681, 0.2361)"
Châlons-en-Champagne,0,Abbaye de Toussaint,"Classé,Inscrit","1936,2012",https://fr.wikipedia.org/wiki/Abbaye_de_Toussaint_(Ch%C3%A2lons-en-Champagne),"(48.957, 4.3587)"
Châlons-en-Champagne,1,Cathédrale Saint-Étienne de Châlons,Classé,1862,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Ch%C3%A2lons,"(48.955, 4.3578)"
